lI (343079) sensors;342899293;O;-0.019409;-0.007385;-0.444092;0.895752
lI (343079) sensors;342899222;A;-0.090827;0.029057;-0.000838
lI (343084) sensors;342906523;B;119.966522
lI (343099) sensors;342919231;O;-0.019226;-0.007019;-0.444153;0.895691
lI (343099) sensors;342919166;A;-0.079870;0.027581;-0.000763
lI (343119) sensors;342939002;O;-0.019104;-0.006592;-0.444519;0.895569
lI (343124) sensors;342938933;A;-0.036387;0.039603;-0.040496
lI (343134) sensors;342953231;U;0.744564
lI (343139) sensors;342959079;O;-0.018921;-0.006104;-0.444885;0.895386
lI (343139) sensors;342959137;A;-0.000532;0.057014;-0.041335
lI (343159) sensors;342979118;O;-0.018677;-0.005615;-0.445068;0.895264
lI (343159) sensors;342978964;A;0.037200;0.007253;-0.039614
lI (343179) sensors;342999061;O;-0.018433;-0.005249;-0.444946;0.895325
lI (343179) sensors;342998993;A;0.041953;0.001364;-0.031617
lI (343189) sensors;343008146;B;119.976982
lI (343199) sensors;343018945;O;-0.018005;-0.005066;-0.444763;0.895447
lI (343199) sensors;343018899;A;0.015773;-0.027244;0.000892
lI (343219) sensors;343038644;O;-0.017517;-0.004822;-0.444519;0.895569
lI (343219) sensors;343038576;A;-0.032900;0.024293;0.007179
lI (343234) sensors;343053215;U;0.743765
lI (343239) sensors;343058950;O;-0.016968;-0.004333;-0.444214;0.895752
lI (343239) sensors;343059007;A;-0.023743;0.010491;-0.031455
lI (343259) sensors;343078912;O;-0.016357;-0.003479;-0.443848;0.895935
lI (343259) sensors;343078969;A;0.033824;-0.015556;-0.077943
lI (343279) sensors;343098693;O;-0.015686;-0.002563;-0.443481;0.896118
lI (343279) sensors;343098723;A;0.017774;-0.008639;-0.109329
lI (343289) sensors;343109463;B;119.976982
lI (343299) sensors;343118789;O;-0.014587;-0.002136;-0.443176;0.896301
lI (343299) sensors;343118721;A;-0.076991;0.046133;0.081472
lI (343319) sensors;343138765;O;-0.013245;-0.001648;-0.442932;0.896484
lI (343319) sensors;343138862;A;0.011597;0.037138;0.198262
lI (343334) sensors;343153222;U;0.742849
lI (343339) sensors;343158508;O;-0.012634;-0.000671;-0.442810;0.896545
lI (343339) sensors;343158640;A;0.031877;0.014392;0.304143
lI (343359) sensors;343178633;O;-0.012878;0.000122;-0.442749;0.896545
lI (343359) sensors;343178695;A;-0.027554;0.106611;0.333914
lI (343379) sensors;343198639;O;-0.013550;-0.000061;-0.442627;0.896606
lI (343379) sensors;343198572;A;-0.083432;0.072040;0.202438
lI (343389) sensors;343210870;B;120.006271
lI (343399) sensors;343218603;O;-0.014465;-0.001221;-0.442444;0.896667
lI (343399) sensors;343218534;A;-0.069294;0.061624;0.081134
lI (343419) sensors;343238391;O;-0.015198;-0.002808;-0.442200;0.896790
lI (343419) sensors;343238521;A;-0.093296;0.031894;0.003744
lI (343434) sensors;343256231;U;0.738438
lI (343439) sensors;343258240;O;-0.015747;-0.003845;-0.441895;0.896912
lI (343439) sensors;343258371;A;-0.004749;-0.014317;-0.030779
lI (343459) sensors;343278453;O;-0.016296;-0.003845;-0.441650;0.897034
lI (343459) sensors;343278499;A;0.016397;-0.086971;-0.036368
lI (343479) sensors;343298243;O;-0.016785;-0.003113;-0.441406;0.897156
lI (343479) sensors;343298375;A;0.009322;-0.053980;-0.076483
lI (343494) sensors;343312411;B;119.966522
lI (343499) sensors;343318429;O;-0.017090;-0.002258;-0.441223;0.897217
lI (343499) sensors;343318308;A;-0.024529;-0.052253;-0.154360
lI (343519) sensors;343338366;O;-0.017029;-0.001709;-0.441101;0.897278
lI (343519) sensors;343338270;A;-0.013703;-0.053583;-0.154454
lI (343534) sensors;343353213;U;0.742962
lI (343539) sensors;343358114;O;-0.016602;-0.001343;-0.440918;0.897400
lI (343539) sensors;343358249;A;-0.038530;-0.032254;-0.115783
lI (343559) sensors;343378266;O;-0.015930;-0.001099;-0.440613;0.897522
lI (343559) sensors;343378286;A;-0.030026;0.009767;-0.078087
lI (343579) sensors;343398141;O;-0.015442;-0.000610;-0.440247;0.897766
lI (343579) sensors;343398075;A;-0.020016;-0.001402;-0.038793
lI (343594) sensors;343413942;B;119.983253
lI (343599) sensors;343418172;O;-0.015137;-0.000061;-0.440002;0.897888
lI (343599) sensors;343418096;A;-0.005751;0.040484;0.026330
lI (343619) sensors;343438127;O;-0.015137;0.000427;-0.439819;0.897949
lI (343619) sensors;343438044;A;0.004668;0.038036;-0.012810
lI (343634) sensors;343453813;U;0.738774
lI (343639) sensors;343458065;O;-0.015015;0.000427;-0.439575;0.898071
lI (343639) sensors;343457981;A;0.000367;-0.015289;-0.046494
lI (343659) sensors;343477924;O;-0.014771;0.000305;-0.439392;0.898193
lI (343659) sensors;343478041;A;0.022452;0.002424;-0.012092
lI (343679) sensors;343497990;O;-0.014648;0.000427;-0.439209;0.898254
lI (343679) sensors;343497910;A;-0.028217;0.013709;0.066463
lI (343694) sensors;343515473;B;119.933044
lI (343699) sensors;343517836;O;-0.014648;0.000549;-0.438965;0.898376
lI (343699) sensors;343517979;A;-0.017246;0.012322;0.066354
lI (343719) sensors;343537697;O;-0.014893;0.000671;-0.438721;0.898499
lI (343719) sensors;343537824;A;-0.018339;0.010290;-0.011731
lI (343734) sensors;343553202;U;0.742572
lI (343739) sensors;343557672;O;-0.015015;0.000549;-0.438599;0.898560
lI (343739) sensors;343557738;A;0.010800;-0.017673;-0.085661
lI (343759) sensors;343577601;O;-0.015015;0.000488;-0.438354;0.898682
lI (343759) sensors;343577695;A;0.031916;-0.046408;-0.124273
lI (343779) sensors;343597576;O;-0.014893;0.000916;-0.438110;0.898804
lI (343779) sensors;343597632;A;0.014896;-0.024984;-0.132443
lI (343794) sensors;343616942;B;119.943504
lI (343799) sensors;343617410;O;-0.015076;0.001648;-0.437683;0.898987
lI (343799) sensors;343617442;A;0.001226;0.064445;-0.079833
lI (343819) sensors;343637630;O;-0.015320;0.002319;-0.437256;0.899170
lI (343819) sensors;343637555;A;-0.203396;-0.016560;-0.074160
lI (343834) sensors;343653196;U;0.738554
lI (343839) sensors;343657562;O;-0.015442;0.002625;-0.437317;0.899170
lI (343839) sensors;343657481;A;-0.163366;-0.045353;-0.136559
lI (343859) sensors;343677384;O;-0.015320;0.002869;-0.437866;0.898926
lI (343859) sensors;343677501;A;-0.096069;-0.012553;-0.173774
lI (343879) sensors;343697375;O;-0.015015;0.003235;-0.438354;0.898682
lI (343879) sensors;343697504;A;-0.010907;-0.054000;-0.092284
lI (343899) sensors;343718773;B;119.933044
lI (343899) sensors;343717277;O;-0.014832;0.003845;-0.438538;0.898621
lI (343899) sensors;343717459;A;0.071700;0.041030;-0.010201
lI (343919) sensors;343737404;O;-0.014648;0.004272;-0.438354;0.898682
lI (343919) sensors;343737326;A;0.073802;-0.016449;0.037938
lI (343929) sensors;343753208;U;0.737077
lI (343939) sensors;343757343;O;-0.014465;0.004333;-0.438171;0.898743
lI (343939) sensors;343757138;A;0.077987;0.036584;0.064024
lI (343944) sensors;343768941;P;0.000000;0.000000;-17.000000
lI (343944) sensors;343768941;S;0.000000;0.000000
lI (343959) sensors;343777455;O;-0.014099;0.004272;-0.437927;0.898865
lI (343959) sensors;343777573;A;0.077388;0.026467;0.103387
lI (343979) sensors;343797291;O;-0.013733;0.004395;-0.437622;0.899048
lI (343979) sensors;343797326;A;0.093989;-0.020083;0.104059
lI (343999) sensors;343817243;O;-0.013489;0.005005;-0.437256;0.899231
lI (344004) sensors;343819907;B;119.910034
lI (344004) sensors;343817207;A;0.075612;0.005246;0.142916
lI (344019) sensors;343837021;O;-0.013428;0.005798;-0.436829;0.899414
lI (344019) sensors;343837048;A;0.081152;-0.000495;0.166247
lI (344034) sensors;343853224;U;0.739996
lI (344039) sensors;343857163;O;-0.013367;0.006409;-0.436340;0.899658
lI (344039) sensors;343857089;A;0.046080;0.001544;0.198208
lI (344059) sensors;343877099;O;-0.013123;0.006775;-0.435730;0.899963
lI (344059) sensors;343877018;A;0.021308;0.021608;0.225778
lI (344079) sensors;343896908;O;-0.013000;0.007019;-0.435242;0.900208
lI (344079) sensors;343896913;A;-0.032939;0.028303;0.250416
lI (344099) sensors;343916894;O;-0.013184;0.007446;-0.434814;0.900391
lI (344099) sensors;343920845;B;119.870285
lI (344099) sensors;343916956;A;-0.070696;0.023188;0.196760
lI (344119) sensors;343936947;O;-0.013550;0.007874;-0.434570;0.900513
lI (344119) sensors;343936869;A;-0.122745;-0.017929;0.069943
lI (344134) sensors;343953225;U;0.740837
lI (344139) sensors;343956882;O;-0.013794;0.007935;-0.434448;0.900574
lI (344139) sensors;343956800;A;-0.122433;-0.062607;0.062968
lI (344159) sensors;343976875;O;-0.014160;0.007812;-0.434326;0.900574
lI (344159) sensors;343976820;A;-0.104098;-0.137777;0.024867
lI (344174) sensors;343996401;O;-0.014343;0.007751;-0.434265;0.900635
lI (344179) sensors;343996256;A;-0.059329;-0.296791;-0.020117
lI (344194) sensors;344016786;O;-0.013977;0.008057;-0.434082;0.900696
lI (344199) sensors;344016705;A;-0.016991;-0.223261;0.000607
lI (344204) sensors;344022265;B;119.910034
lI (344219) sensors;344036751;O;-0.012512;0.008972;-0.433838;0.900879
lI (344219) sensors;344036707;A;-0.005335;-0.050049;0.122039
lI (344234) sensors;344053210;U;0.742749
lI (344239) sensors;344056755;O;-0.010254;0.010071;-0.433533;0.901062
lI (344239) sensors;344056599;A;-0.028481;0.123722;0.296583
lI (344254) sensors;344076495;O;-0.008301;0.010559;-0.433472;0.901062
lI (344259) sensors;344076614;A;-0.010053;0.494543;0.485845
lI (344274) sensors;344096605;O;-0.007690;0.009705;-0.433960;0.900879
lI (344279) sensors;344096665;A;0.055984;0.558538;0.405917
lI (344294) sensors;344116330;O;-0.008606;0.007812;-0.434692;0.900513
lI (344299) sensors;344116448;A;0.150077;0.501900;0.172132
lI (344304) sensors;344123878;B;119.926765
lI (344314) sensors;344136604;O;-0.010132;0.005005;-0.435242;0.900269
lI (344319) sensors;344136537;A;0.173530;0.406700;-0.094707
lI (344334) sensors;344153232;U;0.741719
lI (344334) sensors;344156315;O;-0.011108;0.001648;-0.435303;0.900208
lI (344339) sensors;344156436;A;0.138676;0.160550;-0.485319
lI (344354) sensors;344176296;O;-0.011475;-0.001404;-0.434937;0.900391
lI (344359) sensors;344176413;A;0.101398;0.060990;-0.596004
lI (344374) sensors;344196223;O;-0.011353;-0.003235;-0.434570;0.900574
lI (344379) sensors;344196309;A;0.022175;-0.065537;-0.662828
lI (344399) sensors;344215964;O;-0.010315;-0.003723;-0.434387;0.900696
lI (344399) sensors;344216023;A;-0.034630;-0.207562;-0.511176
lI (344404) sensors;344225305;B;119.937225
lI (344414) sensors;344236128;O;-0.008667;-0.002808;-0.434387;0.900696
lI (344419) sensors;344236247;A;0.003663;-0.162018;-0.321366
lI (344434) sensors;344253237;U;0.742630
lI (344434) sensors;344256292;O;-0.006897;-0.001160;-0.434570;0.900635
lI (344439) sensors;344256211;A;-0.024293;-0.089777;-0.057301
lI (344454) sensors;344276224;O;-0.005249;0.000610;-0.434570;0.900635
lI (344459) sensors;344276175;A;-0.040023;0.033644;0.132749
lI (344479) sensors;344295986;O;-0.003906;0.001831;-0.434448;0.900696
lI (344479) sensors;344295961;A;-0.094870;0.144212;0.441280
lI (344494) sensors;344316164;O;-0.003235;0.002625;-0.434326;0.900757
lI (344499) sensors;344316070;A;-0.116742;0.045795;0.442148
lI (344504) sensors;344326319;B;119.947693
lI (344514) sensors;344336125;O;-0.003296;0.003174;-0.434265;0.900757
lI (344519) sensors;344336045;A;-0.095416;-0.042762;0.481429
lI (344534) sensors;344353256;U;0.750750
lI (344534) sensors;344355902;O;-0.003906;0.003784;-0.434265;0.900757
lI (344539) sensors;344356036;A;-0.080839;-0.141348;0.481843
lI (344554) sensors;344375804;O;-0.004700;0.004211;-0.434509;0.900635
lI (344554) sensors;344375924;A;-0.103951;-0.209908;0.556943
lI (344574) sensors;344395750;O;-0.005005;0.004150;-0.434998;0.900391
lI (344574) sensors;344395868;A;-0.134228;-0.233518;0.596631
lI (344594) sensors;344415702;O;-0.004761;0.003662;-0.435608;0.900146
lI (344599) sensors;344415748;A;-0.114701;-0.207428;0.674308
lI (344604) sensors;344427938;B;119.960243
lI (344614) sensors;344435732;O;-0.003845;0.002808;-0.436279;0.899780
lI (344614) sensors;344435640;A;-0.143805;-0.269749;0.971177
lI (344634) sensors;344453632;U;0.758472
lI (344634) sensors;344455838;O;-0.002625;0.002197;-0.437256;0.899292
lI (344634) sensors;344455744;A;-0.164196;-0.285174;1.087712
lI (344654) sensors;344475575;O;-0.001648;0.001648;-0.438843;0.898560
lI (344654) sensors;344475691;A;-0.163756;-0.328013;1.161385
lI (344674) sensors;344495535;O;-0.000854;0.000549;-0.440857;0.897583
lI (344679) sensors;344495472;A;-0.196295;-0.329679;1.238985
lI (344694) sensors;344515629;O;-0.000061;-0.001709;-0.443115;0.896484
lI (344694) sensors;344515678;A;-0.247743;-0.322076;1.269365
lI (344709) sensors;344529444;B;119.937225
lI (344714) sensors;344535645;O;0.000854;-0.005432;-0.445435;0.895325
lI (344719) sensors;344535629;A;-0.298709;-0.226771;1.228220
lI (344734) sensors;344553303;U;0.772604
lI (344734) sensors;344555536;O;0.001465;-0.010315;-0.447937;0.893982
lI (344734) sensors;344555450;A;-0.349436;-0.196050;1.217266
lI (344754) sensors;344575447;O;0.001038;-0.015564;-0.450745;0.892517
lI (344759) sensors;344575377;A;-0.339229;-0.092780;1.222453
lI (344774) sensors;344595440;O;-0.000854;-0.020508;-0.453796;0.890869
lI (344774) sensors;344595378;A;-0.168110;-0.023393;0.987479
lI (344794) sensors;344615453;O;-0.003967;-0.025208;-0.457031;0.889099
lI (344794) sensors;344615489;A;-0.162636;0.070888;0.800824
lI (344809) sensors;344630957;B;119.859818
lI (344814) sensors;344635211;O;-0.007751;-0.029724;-0.460388;0.887207
lI (344814) sensors;344635327;A;-0.068592;0.139036;0.531240
lI (344834) sensors;344653415;U;0.803924
lI (344834) sensors;344655174;O;-0.011902;-0.034058;-0.463562;0.885315
lI (344834) sensors;344655290;A;-0.003119;0.045594;0.001355
lI (344854) sensors;344675191;O;-0.016296;-0.037781;-0.466309;0.883667
lI (344854) sensors;344675107;A;0.055391;0.101905;-0.262371
lI (344874) sensors;344695260;O;-0.020935;-0.040222;-0.468750;0.882202
lI (344874) sensors;344695176;A;0.120414;0.164513;-0.578826
lI (344894) sensors;344715052;O;-0.025391;-0.041382;-0.470825;0.880920
lI (344899) sensors;344714991;A;0.095119;0.186406;-0.847010
lI (344909) sensors;344732468;B;119.859818
lI (344914) sensors;344734834;O;-0.029053;-0.042297;-0.472595;0.879761
lI (344914) sensors;344734752;A;-0.035983;0.257581;-1.160125
lI (344934) sensors;344753512;U;0.831373
lI (344934) sensors;344755149;O;-0.032227;-0.043701;-0.474182;0.878723
lI (344939) sensors;344755185;A;-0.014243;0.355529;-1.324529
lI (344944) sensors;344768933;P;0.000000;0.000000;-17.000000
lI (344944) sensors;344768933;S;0.000000;0.000000
lI (344954) sensors;344774910;O;-0.035278;-0.045532;-0.475647;0.877747
lI (344954) sensors;344775039;A;0.028780;0.334229;-1.508692
lI (344974) sensors;344794837;O;-0.038574;-0.047424;-0.476807;0.876892
lI (344979) sensors;344794862;A;0.107019;0.341874;-1.659341
lI (344994) sensors;344815019;O;-0.041931;-0.048462;-0.477600;0.876221
lI (344994) sensors;344814890;A;0.296571;0.394525;-1.806547
lI (345014) sensors;344833914;B;119.880745
lI (345014) sensors;344834389;O;-0.045593;-0.048218;-0.477783;0.875977
lI (345014) sensors;344834511;A;0.283814;0.448039;-1.850206
lI (345034) sensors;344853567;U;0.843781
lI (345034) sensors;344854755;O;-0.049072;-0.047180;-0.477356;0.876099
lI (345039) sensors;344854607;A;0.242604;0.476931;-1.899623
lI (345054) sensors;344874808;O;-0.052612;-0.045776;-0.476624;0.876343
lI (345059) sensors;344874737;A;0.206258;0.503045;-1.936457
lI (345074) sensors;344894833;O;-0.056458;-0.044128;-0.475952;0.876526
lI (345074) sensors;344894752;A;0.040299;0.388121;-2.031590
lI (345094) sensors;344914575;O;-0.059692;-0.042603;-0.475281;0.876770
lI (345094) sensors;344914613;A;0.056279;0.379991;-2.147556
lI (345114) sensors;344934982;B;119.914215
lI (345114) sensors;344934630;O;-0.061707;-0.041443;-0.474304;0.877197
lI (345119) sensors;344934701;A;0.079391;0.335645;-2.173920
lI (345134) sensors;344953557;U;0.844886
lI (345134) sensors;344954276;O;-0.062622;-0.039978;-0.472961;0.877930
lI (345134) sensors;344954253;A;0.184679;0.270284;-1.776230
lI (345154) sensors;344974616;O;-0.063171;-0.037354;-0.471375;0.878906
lI (345159) sensors;344974517;A;0.208371;0.304339;-1.694392
lI (345174) sensors;344994619;O;-0.063721;-0.033752;-0.469666;0.879883
lI (345174) sensors;344994535;A;0.160607;0.322172;-1.574476
lI (345194) sensors;345014394;O;-0.063843;-0.030029;-0.467957;0.880920
lI (345199) sensors;345014528;A;0.072677;0.249407;-1.491793
lI (345214) sensors;345034097;O;-0.063354;-0.026794;-0.466248;0.881958
lI (345214) sensors;345036760;B;119.937225
lI (345219) sensors;345034220;A;-0.035232;0.294029;-1.148278
lI (345234) sensors;345053527;U;0.833997
lI (345234) sensors;345054476;O;-0.062683;-0.023987;-0.464905;0.882812
lI (345234) sensors;345054403;A;0.055211;0.266008;-0.982604
lI (345254) sensors;345074250;O;-0.062378;-0.021301;-0.463867;0.883484
lI (345254) sensors;345074173;A;0.100084;0.237027;-0.900081
lI (345274) sensors;345094295;O;-0.062256;-0.018555;-0.462708;0.884155
lI (345274) sensors;345094228;A;0.161252;0.139341;-0.841371
lI (345294) sensors;345114143;O;-0.062012;-0.015930;-0.461182;0.885010
lI (345299) sensors;345114261;A;0.138177;0.066698;-0.796202
lI (345314) sensors;345134283;O;-0.060669;-0.014099;-0.459290;0.886108
lI (345314) sensors;345134207;A;0.089766;0.087773;-0.678766
lI (345314) sensors;345137752;B;119.914215
lI (345334) sensors;345153471;U;0.817579
lI (345334) sensors;345154256;O;-0.058594;-0.012878;-0.457214;0.887329
lI (345334) sensors;345154236;A;0.099876;0.101430;-0.605102
lI (345354) sensors;345173570;O;-0.056702;-0.011475;-0.455261;0.888489
lI (345354) sensors;345173574;A;0.172029;0.074200;-0.403050
lI (345374) sensors;345194155;O;-0.055664;-0.009705;-0.453369;0.889526
lI (345374) sensors;345194075;A;0.131513;-0.003081;-0.314636
lI (345394) sensors;345213921;O;-0.055054;-0.008057;-0.451355;0.890625
lI (345394) sensors;345214041;A;0.025890;0.011117;-0.344070
lI (345414) sensors;345233916;O;-0.053772;-0.006958;-0.448975;0.891907
lI (345414) sensors;345233934;A;-0.016784;-0.009041;-0.340324
lI (345419) sensors;345238759;B;119.943504
lI (345434) sensors;345253380;U;0.787204
lI (345434) sensors;345253970;O;-0.051086;-0.006531;-0.446472;0.893311
lI (345434) sensors;345253815;A;-0.168912;0.071308;-0.303580
lI (345454) sensors;345273776;O;-0.046997;-0.006592;-0.444092;0.894714
lI (345454) sensors;345273893;A;-0.232771;0.038872;-0.220170
lI (345474) sensors;345293898;O;-0.042053;-0.007019;-0.442383;0.895813
lI (345474) sensors;345293816;A;-0.166018;-0.001022;-0.105586
lI (345494) sensors;345313788;O;-0.037048;-0.007141;-0.441284;0.896545
lI (345494) sensors;345313692;A;-0.054523;-0.015235;0.037454
lI (345514) sensors;345333658;O;-0.032593;-0.006409;-0.440308;0.897217
lI (345514) sensors;345333703;A;0.215476;0.082360;0.182816
lI (345519) sensors;345340369;B;119.893295
lI (345534) sensors;345353283;U;0.763005
lI (345534) sensors;345353636;O;-0.028015;-0.005310;-0.439026;0.898010
lI (345534) sensors;345353757;A;0.224168;0.014335;0.301006
lI (345554) sensors;345373553;O;-0.023254;-0.004395;-0.437378;0.898987
lI (345554) sensors;345373635;A;0.211552;0.025447;0.371637
lI (345574) sensors;345393475;O;-0.018555;-0.003174;-0.435730;0.899841
lI (345574) sensors;345393395;A;0.234690;0.020438;0.684743
lI (345594) sensors;345413462;O;-0.013794;-0.001038;-0.434387;0.900635
lI (345599) sensors;345413584;A;0.275327;-0.005170;0.868798
lI (345614) sensors;345433573;O;-0.009277;0.002136;-0.433105;0.901306
lI (345614) sensors;345433407;A;0.279913;0.019596;1.066913
lI (345619) sensors;345441837;B;119.880745
lI (345634) sensors;345453544;U;0.739353
lI (345634) sensors;345453571;O;-0.004639;0.005676;-0.431824;0.901917
lI (345634) sensors;345453538;A;0.264579;-0.052850;1.258241
lI (345654) sensors;345473320;O;0.000000;0.008789;-0.430603;0.902466
lI (345654) sensors;345473436;A;0.192252;-0.055405;1.719350
lI (345674) sensors;345493279;O;0.004700;0.011047;-0.429504;0.902954
lI (345674) sensors;345493394;A;0.131676;-0.183623;1.909109
lI (345694) sensors;345513385;O;0.009155;0.012573;-0.428650;0.903320
lI (345694) sensors;345513304;A;0.164882;-0.221252;2.113557
lI (345714) sensors;345533268;O;0.012878;0.013855;-0.427917;0.903625
lI (345714) sensors;345533202;A;0.151704;-0.310919;2.179939
lI (345724) sensors;345543312;B;119.870285
lI (345734) sensors;345553182;U;0.733113
lI (345734) sensors;345553134;O;0.015625;0.014954;-0.427246;0.903870
lI (345739) sensors;345553242;A;0.128043;-0.312283;2.370437
lI (345754) sensors;345573093;O;0.017639;0.015259;-0.426758;0.904053
lI (345754) sensors;345573209;A;0.052449;-0.166193;2.412417
lI (345774) sensors;345593188;O;0.019409;0.014282;-0.426514;0.904175
lI (345774) sensors;345593229;A;0.020121;-0.143637;2.452968
lI (345794) sensors;345613112;O;0.020691;0.012329;-0.426514;0.904175
lI (345794) sensors;345613071;A;0.128667;-0.103356;2.380084
lI (345814) sensors;345632973;O;0.021362;0.010010;-0.426514;0.904175
lI (345814) sensors;345633088;A;0.095493;-0.063058;2.257368
lI (345824) sensors;345644461;B;119.859818
lI (345834) sensors;345653222;U;0.742594
lI (345834) sensors;345653119;O;0.021301;0.007202;-0.426453;0.904236
lI (345834) sensors;345653038;A;0.112133;-0.056638;2.058743
lI (345854) sensors;345673069;O;0.020264;0.004211;-0.426392;0.904297
lI (345854) sensors;345673010;A;0.075285;-0.028344;1.860539
lI (345874) sensors;345693139;O;0.018311;0.001038;-0.426575;0.904297
lI (345874) sensors;345693113;A;0.135869;-0.059636;1.317205
lI (345894) sensors;345712785;O;0.016296;-0.002563;-0.426636;0.904236
lI (345894) sensors;345712904;A;0.108256;0.000680;1.049402
lI (345914) sensors;345732941;O;0.015015;-0.006714;-0.426575;0.904297
lI (345914) sensors;345732826;A;0.086045;-0.046180;0.775006
lI (345924) sensors;345745479;B;119.870285
lI (345934) sensors;345753274;U;0.762232
lI (345934) sensors;345752641;O;0.014465;-0.010986;-0.426453;0.904297
lI (345934) sensors;345752698;A;0.202661;-0.038790;0.693796
lI (345944) sensors;345768986;P;0.000000;0.000000;-17.000000
lI (345944) sensors;345768986;S;0.000000;0.000000
lI (345954) sensors;345772639;O;0.013794;-0.014771;-0.426392;0.904297
lI (345954) sensors;345772755;A;0.293974;-0.054648;0.612682
lI (345974) sensors;345792782;O;0.013000;-0.018250;-0.426025;0.904419
lI (345974) sensors;345792746;A;0.288046;-0.016741;0.493518
lI (345994) sensors;345812790;O;0.011719;-0.021362;-0.425232;0.904724
lI (345994) sensors;345812706;A;0.279812;0.059465;0.416601
lI (346014) sensors;345832629;O;0.009521;-0.024109;-0.424072;0.905273
lI (346014) sensors;345832541;A;0.246295;0.071440;0.301987
lI (346024) sensors;345846897;B;119.870285
lI (346034) sensors;345853379;U;0.798524
lI (346034) sensors;345852663;O;0.006653;-0.026855;-0.422424;0.906006
lI (346034) sensors;345852582;A;-0.045874;0.019808;-0.143553
lI (346054) sensors;345872411;O;0.003540;-0.030151;-0.420288;0.906860
lI (346054) sensors;345872531;A;-0.209855;0.029089;-0.353132
lI (346074) sensors;345892517;O;-0.000122;-0.033875;-0.418091;0.907776
lI (346074) sensors;345892476;A;-0.273603;0.032475;-0.589394
lI (346094) sensors;345911940;O;-0.004639;-0.037415;-0.416138;0.908508
lI (346094) sensors;345912058;A;-0.307255;-0.006561;-0.928313
lI (346114) sensors;345932250;O;-0.010071;-0.040466;-0.414429;0.909119
lI (346114) sensors;345932371;A;-0.277534;0.008464;-1.237675
lI (346129) sensors;345948410;B;119.880745
lI (346134) sensors;345953501;U;0.827929
lI (346134) sensors;345952221;O;-0.015442;-0.043213;-0.412842;0.909668
lI (346134) sensors;345952338;A;-0.265904;0.043260;-1.585606
lI (346154) sensors;345972172;O;-0.020020;-0.045532;-0.411072;0.910278
lI (346154) sensors;345972201;A;-0.197439;0.055371;-1.815359
lI (346174) sensors;345992348;O;-0.023315;-0.047485;-0.408813;0.911072
lI (346174) sensors;345992266;A;-0.313979;0.066506;-1.857259
lI (346194) sensors;346012121;O;-0.025574;-0.049316;-0.406250;0.912109
