Time;pv/sensors/flowX;pv/sensors/flowY;pv/sensors/gyroX;pv/sensors/gyroY;pv/sensors/gyroZ
1595856049596;;;-0.00390625
1595856049601;;;;0.001953125
1595856049656;;;0
1595856049656;;;;0
1595856049659;;;;;0
1595856049709;;;0
1595856049710;;;;0
1595856049711;;;;;0
1595856049767;;;0
1595856049771;;;;0
1595856049776;;;;;0
1595856049827;;;0
1595856049828;;;;0
1595856049828;;;;;0
1595856049890;;;0
1595856049890;;;;0
1595856049892;;;;;0
1595856049910;-0.111111
1595856049956;;;0
1595856049958;;;;0
1595856049959;;;;;0
1595856050005;;;0
1595856050009;;;;0
1595856050012;;;;;0
1595856050023;0.111111
1595856050067;;;0
1595856050067;;;;0
1595856050068;;;;;0
1595856050125;0
1595856050131;;;0
1595856050131;;;;0
1595856050137;;;;;0
1595856050188;;;0
1595856050190;;;;0
1595856050193;;;;;0
1595856050231;;0
1595856050251;;;;0
1595856050260;;;;;0
1595856050309;;;;;0.00390625
1595856050344;0.288888603
1595856050354;;0
1595856050371;;;0
1595856050377;;;;0
1595856050377;;;;;0.001953125
1595856050427;;;;0
1595856050485;;;0.009765625
1595856050488;;;;0
1595856050488;;;;;0.00390625
1595856050517;;0
1595856050549;;;0.005859375
1595856050561;;;;;0
1595856050610;;;;-0.00390625
1595856050668;;;0
1595856050668;;;;0
1595856050668;;;;;0
1595856050727;;;0.00390625
1595856050733;;;;;0
1595856050785;;;0.005859375
1595856050787;;;;0
1595856050787;;;;;0
1595856050829;;0
1595856050848;;;0.00390625
1595856050849;;;;0
1595856050908;;;0.00390625
1595856050911;;;;0
1595856050917;;;;;-0.00390625
1595856050966;;;0
1595856050969;;;;;0
1595856051026;;;0.005859375
1595856051026;;;;;0
1595856051087;;;;;0.00390625
1595856051129;0
1595856051147;;;;0.00390625
1595856051149;;;;;0
1595856051207;;;;0.005859375
1595856051207;;;;;0
1595856051229;0
1595856051277;;;0
1595856051277;;;;0
1595856051277;;;;;0
1595856051324;;;0
1595856051360;;;;0
1595856051367;;;;;0
1595856051367;;0
1595856051385;;;0
1595856051385;;;;0
1595856051387;;;;;0
1595856051453;;0
1595856051453;;;0.001953125
1595856051454;;;;-0.0234375
1595856051454;;;;;0.109375
1595856051507;;;;-0.21875
1595856051562;;;0.021484375
1595856051567;;;;-0.125
1595856051567;;;;;-0.25390625
1595856051633;;0
1595856051634;;;0.13671875
1595856051634;;;;-0.31640625
1595856051634;;;;;-0.46484375
1595856051723;;;-0.27734375
1595856051723;;;;-0.00390625
1595856051723;;;;;-0.75
1595856051724;;0.266666412
1595856051742;;;0.22265625
1595856051745;;;;;-1.01953125
1595856051817;;;-0.1328125
1595856051817;;;;0.083984375
1595856051817;;;;;-1.08007812
1595856051826;0
1595856051832;;0.333333015
1595856051868;;;-0.00390625
1595856051900;;;;0.125
1595856051901;;;;;-1.13085938
1595856051930;;;;0.162109375
1595856051933;;;;;-1.06835938
1595856051993;;;;;-1.06054688
1595856052037;;0
1595856052046;;;0.4453125
1595856052080;;;;0.189453125
1595856052084;;;;;-0.796875
1595856052111;;;;;-0.52734375
1595856052174;;;0.740234375
1595856052174;;;;0.111328125
1595856052174;;;;;-0.4453125
1595856052212;;0
1595856052225;;;0.41796875
1595856052228;;;;-0.01953125
1595856052231;;;;;-0.375
1595856052291;;;0.08203125
1595856052294;;;;0
1595856052346;;;-0.08203125
1595856052352;;;;-0.0859375
1595856052409;;;;-0.0703125
1595856052409;;;;;-0.0625
1595856052430;;0
1595856052467;;;0.029296875
1595856052470;;;;;0.099609375
1595856052527;;;;-0.00390625
1595856052528;;;;;0.08984375
1595856052540;0
1595856052588;;;0.1171875
1595856052588;;;;-0.078125
1595856052591;;;;;0.076171875
1595856052641;0
1595856052648;;;;-0.015625
1595856052651;;;;;0.041015625
1595856052709;;;0.375
1595856052716;;;;0.03515625
1595856052717;;;;;0.08984375
1595856052717;0
1595856052767;;;-0.1484375
1595856052768;;;;0.00390625
1595856052770;;;;;0.0234375
1595856052817;0
1595856052827;;;0.125
1595856052829;;;;0.013671875
1595856052831;;;;;0.005859375
1595856052894;;;;0.037109375
1595856052894;;;;;-0.00390625
1595856052944;;;0.060546875
1595856052948;;;;0.044921875
1595856052949;;;;;0.037109375
1595856053005;;;;0.01171875
1595856053028;0
1595856053034;;0
1595856053073;;;;0.064453125
1595856053126;;;;;0
1595856053133;;0
1595856053185;;;0.046875
1595856053185;;;;-0.1796875
1595856053188;;;;;0.00390625
1595856053248;;;0.056640625
1595856053251;;;;;0.046875
1595856053304;;;0.0625
1595856053309;;;;;0.015625
1595856053316;;0
1595856053369;;;-0.0546875
1595856053369;;;;0.02734375
1595856053372;;;;;0.001953125
1595856053417;;0
1595856053426;;;0.005859375
1595856053487;;;0.017578125
1595856053488;;;;0.02734375
1595856053489;;;;;-0.00390625
1595856053546;;;;0.048828125
1595856053546;;;;;0.0078125
1595856053604;;;0.01171875
1595856053609;;;;0.029296875
1595856053609;;;;;-0.00390625
1595856053670;;;-0.1015625
1595856053675;;;;0.03515625
1595856053676;;;;;0.0234375
1595856053723;;;0.04296875
1595856053733;;;;-0.015625
1595856053734;;;;;0.005859375
1595856053740;0
1595856053743;;0
1595856053789;;;;0.0390625
1595856053789;;;;;-0.01171875
1595856053809;;0
1595856053846;;;0.044921875
1595856053850;;;;-0.01953125
1595856053852;;;;;0.02734375
1595856053903;;;;0.017578125
1595856053903;;;;;0
1595856053965;;;-0.01171875
1595856053967;;;;0
1595856053969;;;;;0.00390625
1595856054022;;;0.013671875
1595856054023;;;;0.025390625
1595856054083;;;;0.037109375
1595856054084;;;;;0.01953125
1595856054124;;0
1595856054142;;;-0.07421875
1595856054148;;;;0.029296875
1595856054148;;;;;0.01953125
1595856054210;;;;-0.01171875
1595856054213;;;;;0.0234375
1595856054233;;0
1595856054262;;;-0.2109375
1595856054268;;;;;0.009765625
1595856054322;;;-0.109375
1595856054322;;;;;0.021484375
1595856054340;;0
1595856054384;;;-0.2109375
1595856054384;;;;;0.009765625
1595856054441;;;-0.3828125
1595856054450;;;;0
1595856054450;;;;;0.001953125
1595856054505;;;-0.65234375
1595856054505;;;;-0.01171875
1595856054506;;;;;0.03515625
1595856054518;0
1595856054523;;0
1595856054565;;;;;0.03125
1595856054621;;;-0.5546875
1595856054625;;;;0.03515625
1595856054627;;;;;0.033203125
1595856054685;;;-0.63671875
1595856054685;;;;;0.02734375
1595856054727;;0
1595856054740;;;-0.74609375
1595856054743;;;;0.025390625
1595856054743;;;;;0.01171875
1595856054803;;;-0.62109375
1595856054807;;;;-0.015625
1595856054807;;;;;0.015625
1595856054834;0.111111
1595856054866;;;;0.015625
1595856054866;;;;;0.01953125
1595856054919;;;-0.5546875
1595856054934;;;;;0.029296875
1595856054948;;0.177777603
1595856054985;;;-0.375
1595856054988;;;;0.009765625
1595856054988;;;;;-0.015625
1595856055015;-0.111111
1595856055041;;;-0.2578125
1595856055101;;;;0.02734375
1595856055104;;;;;0.029296875
1595856055120;0.266666412
1595856055120;;0.288888603
1595856055163;;;;0.029296875
1595856055166;;;;;-0.015625
1595856055223;;;;0.04296875
1595856055226;;;;;0.033203125
1595856055226;-0.42222181
1595856055284;;;;0.02734375
1595856055287;;;;;0
1595856055342;;0
1595856055343;;;0.125
1595856055343;;;;-0.02734375
1595856055343;;;;;0.01953125
1595856055419;;;-0.046875
1595856055420;;;;-0.01953125
1595856055420;;;;;0.013671875
1595856055460;;;0.12890625
1595856055460;;;;0.005859375
1595856055466;;;;;-0.00390625
1595856055533;;;0.087890625
1595856055533;;;;0.00390625
1595856055533;;;;;-0.02734375
1595856055596;;;0.234375
1595856055597;;;;0.01953125
1595856055599;;;;;-0.02734375
1595856055639;;;0.443359375
1595856055701;;;0.236328125
1595856055702;;;;0
1595856055777;;;0.626953125
1595856055778;;;;0.025390625
