Time;pv/sensors/flowX;pv/sensors/flowY;pv/sensors/gyroX;pv/sensors/gyroY;pv/sensors/gyroZ
1595513149690;1
1595513149693;;0
1595513149710;;;0
1595513149711;;;;0
1595513149712;;;;;0
1595513149773;;;0
1595513149776;;;;0
1595513149776;;;;;0
1595513149808;0
1595513149809;;0
1595513149809;;;0
1595513149814;;;;0
1595513149824;;;;;0
1595513149879;;;0
1595513149880;;;;0
1595513149880;;;;;0
1595513149908;0
1595513149908;;0
1595513149955;;;0
1595513149956;;;;0
1595513149956;;;;;0
1595513149980;;;0
1595513149980;;;;0
1595513149987;;;;;0
1595513150037;-1
1595513150039;;-1
1595513150042;;;0
1595513150042;;;;0
1595513150044;;;;;0
1595513150134;;;0
1595513150135;;;;0
1595513150135;;;;;0
1595513150137;0
1595513150140;;1
1595513150163;;;0
1595513150163;;;;0
1595513150171;;;;;0
1595513150224;1
1595513150224;;0
1595513150224;;;0
1595513150228;;;;0
1595513150228;;;;;0
1595513150309;;;0
1595513150309;;;;0
1595513150309;;;;;0
1595513150309;-1
1595513150310;;0
1595513150339;;;0
1595513150339;;;;0
1595513150342;;;;;0
1595513150398;;;0
1595513150406;;;;0
1595513150406;;;;;0
1595513150407;0
1595513150408;;0
1595513150440;;;0
1595513150441;;;;0
1595513150445;;;;;0
1595513150494;;;0
1595513150494;;;;0
1595513150496;;;;;0
1595513150506;0
1595513150506;;0
1595513150577;;;0
1595513150577;;;;0
1595513150578;;;;;0
1595513150609;0
1595513150609;;0
1595513150641;;;0
1595513150641;;;;0
1595513150666;;;;;0
1595513150697;;;0
1595513150704;;;;0
1595513150705;;;;;0
1595513150711;0
1595513150711;;0
1595513150761;;;0
1595513150761;;;;0
1595513150762;;;;;0
1595513150812;0
1595513150812;;0
1595513150839;;;0
1595513150839;;;;0
1595513150841;;;;;0
1595513150891;;;0
1595513150894;;;;0
1595513150894;;;;;0
1595513150900;0
1595513150901;;0
1595513150940;;;0
1595513150940;;;;0
1595513150945;;;;;0
1595513150996;;;0
1595513150997;;;;0
1595513151002;;;;;0
1595513151003;1
1595513151004;;0
1595513151046;;;0
1595513151053;;;;0
1595513151055;;;;;0
1595513151100;;;0
1595513151101;;;;0
1595513151102;;;;;0
1595513151104;0
1595513151106;;0
1595513151155;;;0
1595513151155;;;;0
1595513151160;;;;;0
1595513151213;0
1595513151213;;0
1595513151240;;;0
1595513151241;;;;0
1595513151242;;;;;0
1595513151283;;;0
1595513151288;;;;0
1595513151291;;;;;0
1595513151317;8
1595513151317;;1
1595513151343;;;0
1595513151343;;;;0
1595513151344;;;;;0
1595513151402;;;0
1595513151402;;;;0
1595513151405;;;;;0
1595513151413;11
1595513151419;;4
1595513151455;;;0
1595513151456;;;;0
1595513151461;;;;;0
1595513151493;-4
1595513151497;;26
1595513151522;;;0
1595513151525;;;;0
1595513151526;;;;;0
1595513151579;;;0
1595513151579;;;;0
1595513151580;;;;;0
1595513151606;-17
1595513151611;;23
1595513151640;;;0
1595513151640;;;;0
1595513151641;;;;;0
1595513151688;;;0
1595513151691;;;;0
1595513151691;;;;;0
1595513151706;-23
1595513151709;;1
1595513151751;;;0
1595513151751;;;;0
1595513151754;;;;;0
1595513151809;;;0
1595513151809;;;;0
1595513151809;;;;;0
1595513151820;-17
1595513151820;;-6
1595513151865;;;0
1595513151870;;;;0
1595513151871;;;;;0
1595513151918;-10
1595513151923;;-46
1595513151955;;;0
1595513151955;;;;0
1595513151957;;;;;0
1595513151990;-1
1595513151993;;-55
1595513152006;;;0
1595513152007;;;;0
1595513152007;;;;;0
1595513152051;;;0
1595513152052;;;;0
1595513152057;;;;;0
1595513152102;17
1595513152103;;-40
1595513152125;;;0
1595513152126;;;;0
1595513152126;;;;;0
1595513152169;;;0
1595513152175;;;;0
1595513152175;;;;;0
1595513152202;33
1595513152204;;0
1595513152227;;;0
1595513152229;;;;0
1595513152230;;;;;0
1595513152280;;;0
1595513152280;;;;0
1595513152281;;;;;0
1595513152310;26
1595513152313;;6
1595513152341;;;0
1595513152344;;;;0
1595513152345;;;;;0
1595513152401;;;0
1595513152401;;;;0
1595513152403;;;;;0
1595513152422;22
1595513152424;;9
1595513152453;;;0
1595513152459;;;;0
1595513152459;;;;;0
1595513152503;;;0
1595513152503;;;;0
1595513152509;;;;;0
1595513152520;2
1595513152523;;49
1595513152561;;;0
1595513152561;;;;0
1595513152564;;;;;0
1595513152595;-8
1595513152605;;23
1595513152606;;;0
1595513152608;;;;0
1595513152615;;;;;0
1595513152673;;;0
1595513152673;;;;0
1595513152673;;;;;0
1595513152704;-31
1595513152704;;26
1595513152725;;;0
1595513152725;;;;0
1595513152727;;;;;0
1595513152786;;;0
1595513152787;;;;0
1595513152788;;;;;0
1595513152805;-14
1595513152807;;-1
1595513152854;;;0
1595513152855;;;;0
1595513152857;;;;;0
1595513152909;-23
1595513152909;;-14
1595513152924;;;0
1595513152925;;;;0
1595513152925;;;;;0
1595513152973;;;0
1595513152973;;;;0
1595513152976;;;;;0
1595513153014;-9
1595513153023;;-23
1595513153053;;;0
1595513153053;;;;0
1595513153054;;;;;0
1595513153110;;;0
1595513153113;;;;0
1595513153123;;;;;0
1595513153123;8
1595513153127;;1
1595513153174;;;0
1595513153176;;;;0
1595513153176;;;;;0
1595513153210;19
1595513153211;;1
1595513153223;;;0
1595513153226;;;;0
1595513153230;;;;;0
1595513153278;;;0
1595513153278;;;;0
1595513153278;;;;;0
1595513153302;27
1595513153305;;2
1595513153323;;;0
1595513153325;;;;0
1595513153326;;;;;0
1595513153380;;;0
1595513153386;;;;0
1595513153387;;;;;0
1595513153426;17
1595513153429;;8
1595513153437;;;0
1595513153439;;;;0
1595513153439;;;;;0
1595513153487;;;0
1595513153487;;;;0
1595513153489;;;;;0
1595513153519;10
1595513153523;;25
1595513153555;;;0
1595513153555;;;;0
1595513153555;;;;;0
1595513153607;;;0
1595513153609;;;;0
1595513153612;;;;;0
1595513153619;3
1595513153620;;39
1595513153664;;;0
1595513153664;;;;0
1595513153671;;;;;0
1595513153710;;;0
1595513153719;;;;0
1595513153720;;;;;0
1595513153721;-11
1595513153726;;22
1595513153771;;;0
1595513153773;;;;0
1595513153774;;;;;0
1595513153796;-25
1595513153809;;8
1595513153824;;;0
1595513153827;;;;0
1595513153846;;;;;0
1595513153868;;;0
1595513153868;;;;0
1595513153872;;;;;0
1595513153931;-21
1595513153936;;-3
1595513153939;;;0
1595513153940;;;;0
1595513153942;;;;;0
1595513154021;;;0
1595513154022;;;;0
1595513154023;;;;;0
1595513154024;-20
1595513154025;;-19
1595513154056;;;0
1595513154057;;;;0
1595513154061;;;;;0
1595513154112;;;0
1595513154112;;;;0
1595513154113;;;;;0
1595513154119;-7
1595513154121;;-40
1595513154167;;;0
1595513154201;;;;0
1595513154202;;;;;0
1595513154213;6
1595513154220;;-26
1595513154241;;;0
1595513154241;;;;0
1595513154242;;;;;0
1595513154301;;;0
1595513154302;;;;0
1595513154303;;;;;0
1595513154303;19
1595513154303;;-9
1595513154335;;;0
1595513154337;;;;0
1595513154337;;;;;0
1595513154389;;;0
1595513154391;;;;0
1595513154394;;;;;0
1595513154403;31
1595513154403;;-2
1595513154470;;;0
1595513154470;;;;0
1595513154470;;;;;0
1595513154487;;;0
1595513154487;;;;0
1595513154490;;;;;0
1595513154503;26
1595513154506;;7
1595513154562;;;0
1595513154562;;;;0
1595513154563;;;;;0
1595513154612;;;0
1595513154612;;;;0
1595513154612;;;;;0
1595513154650;20
