Time;pv/sensors/flowX;pv/sensors/flowY;pv/sensors/gyroX;pv/sensors/gyroY;pv/sensors/gyroZ
1595513274559;;;0
1595513274559;;;;0
1595513274559;;;;;0
1595513274586;1
1595513274586;;-1
1595513274625;;;0
1595513274637;;;;0
1595513274638;;;;;0
1595513274661;;;0
1595513274663;;;;0
1595513274667;;;;;0
1595513274713;-1
1595513274714;;1
1595513274736;;;0
1595513274738;;;;0
1595513274738;;;;;0
1595513274804;;;0
1595513274805;;;;0
1595513274805;;;;;0
1595513274806;0
1595513274818;;0
1595513274848;;;0
1595513274849;;;;0
1595513274852;;;;;0
1595513274911;1
1595513274911;;0
1595513274920;;;0
1595513274921;;;;0
1595513274924;;;;;0
1595513274982;;;0
1595513274984;;;;0
1595513274984;;;;;0
1595513275005;1
1595513275017;;0
1595513275018;;;0
1595513275019;;;;0
1595513275020;;;;;0
1595513275096;-1
1595513275096;;0
1595513275100;;;0
1595513275100;;;;0
1595513275101;;;;;0
1595513275164;;;0
1595513275165;;;;0
1595513275166;;;;;0
1595513275187;2
1595513275188;;1
1595513275252;;;0
1595513275253;;;;0
1595513275256;;;;;0
1595513275289;;;0
1595513275289;;;;0
1595513275299;;;;;0
1595513275299;-3
1595513275303;;-1
1595513275359;;;0
1595513275373;;;;0
1595513275373;;;;;0
1595513275426;;;0
1595513275428;;;;0
1595513275428;;;;;0
1595513275429;0
1595513275429;;0
1595513275455;;;0
1595513275477;;;;0
1595513275482;;;;;0
1595513275501;;;0
1595513275502;;;;0
1595513275506;;;;;0
1595513275522;2
1595513275522;;0
1595513275561;;;0
1595513275563;;;;0
1595513275565;;;;;0
1595513275588;-2
1595513275591;;-1
1595513275605;;;0
1595513275606;;;;0
1595513275606;;;;;0
1595513275662;;;0
1595513275666;;;;0
1595513275669;;;;;0
1595513275692;1
1595513275706;;1
1595513275753;;;0
1595513275754;;;;0
1595513275754;;;;;0
1595513275792;;;0
1595513275805;;;;0
1595513275807;;;;;0
1595513275807;0
1595513275810;;0
1595513275839;;;0
1595513275839;;;;0
1595513275839;;;;;0
1595513275893;;;0
1595513275909;;;;0
1595513275910;;;;;0
1595513275912;0
1595513275912;;0
1595513275954;;;0
1595513275955;;;;0
1595513275955;;;;;0
1595513276023;-1
1595513276023;;-1
1595513276023;;;0
1595513276038;;;;0
1595513276038;;;;;0
1595513276088;1
1595513276093;;0
1595513276094;;;0
1595513276095;;;;0
1595513276095;;;;;0
1595513276140;;;0
1595513276142;;;;0
1595513276143;;;;;0
1595513276188;0
1595513276204;;1
1595513276222;;;0
1595513276238;;;;0
1595513276240;;;;;0
1595513276265;;;0
1595513276265;;;;0
1595513276266;;;;;0
1595513276289;0
1595513276303;;0
1595513276316;;;0
1595513276319;;;;0
1595513276319;;;;;0
1595513276391;;;0
1595513276391;;;;0
1595513276405;;;;;0
1595513276407;1
1595513276407;;0
1595513276449;;;-0.01953125
1595513276449;;;;0.048828125
1595513276451;;;;;0.123046875
1595513276506;;;-0.046875
1595513276506;;;;0.0390625
1595513276521;;;;;0.033203125
1595513276522;-2
1595513276524;;-2
1595513276558;;;0.005859375
1595513276573;;;;0.03515625
1595513276577;;;;;-0.005859375
1595513276609;;;-0.046875
1595513276615;;;;0.3125
1595513276619;;;;;0.005859375
1595513276620;0
1595513276620;;-3
1595513276657;;;-0.052734375
1595513276658;;;;0.455078125
1595513276658;;;;;0.00390625
1595513276703;5
1595513276704;;-2
1595513276721;;;0.21875
1595513276724;;;;0.23046875
1595513276740;;;;;0.005859375
1595513276788;;;0.025390625
1595513276789;;;;0.01953125
1595513276790;;;;;-0.0234375
1595513276804;0
1595513276806;;6
1595513276841;;;-0.083984375
1595513276842;;;;-0.23828125
1595513276848;;;;;0.03515625
1595513276893;;;-0.134765625
1595513276893;;;;-0.34375
1595513276893;;;;;0.017578125
1595513276897;0
1595513276898;;19
1595513276943;;;0.064453125
1595513276943;;;;-0.341796875
1595513276944;;;;;0.056640625
1595513276992;;;0.005859375
1595513276993;;;;-0.099609375
1595513276994;;;;;0.005859375
1595513276998;1
1595513277001;;0
1595513277046;;;0.00390625
1595513277048;;;;-0.00390625
1595513277048;;;;;0.111328125
1595513277096;;;-0.021484375
1595513277097;;;;0.166015625
1595513277101;;;;;0.03515625
1595513277101;0
1595513277126;;-25
1595513277164;;;-0.03515625
1595513277164;;;;0.302734375
1595513277164;;;;;0.0703125
1595513277209;;;-0.048828125
1595513277210;;;;0.373046875
1595513277214;;;;;0.103515625
1595513277217;0
1595513277220;;-34
1595513277261;;;-0.001953125
1595513277261;;;;-0.021484375
1595513277264;;;;;0.154296875
1595513277292;8
1595513277293;;4
1595513277338;;;-0.013671875
1595513277341;;;;0.1484375
1595513277342;;;;;0.142578125
1595513277383;-1
1595513277386;;43
1595513277389;;;0.158203125
1595513277409;;;;0.203125
1595513277422;;;;;-0.037109375
1595513277456;;;0.052734375
1595513277457;;;;0.173828125
1595513277473;;;;;-0.17578125
1595513277508;-10
1595513277521;;18
1595513277521;;;0.037109375
1595513277521;;;;0.052734375
1595513277525;;;;;-0.193359375
1595513277565;;;0.041015625
1595513277566;;;;-0.11328125
1595513277566;;;;;-0.22265625
1595513277620;-17
1595513277623;;3
1595513277626;;;0.00390625
1595513277640;;;;-0.185546875
1595513277641;;;;;-0.16796875
1595513277689;;;-0.013671875
1595513277690;;;;-0.177734375
1595513277690;;;;;0.0625
1595513277714;-1
1595513277716;;-37
1595513277718;;;-0.0703125
1595513277723;;;;-0.1796875
1595513277740;;;;;0.236328125
1595513277786;17
1595513277790;;-27
1595513277805;;;-0.015625
1595513277806;;;;-0.1171875
1595513277809;;;;;0.375
1595513277863;;;-0.021484375
1595513277865;;;;0.095703125
1595513277865;;;;;0.3203125
1595513277891;10
1595513277902;;28
1595513277905;;;0.09375
1595513277906;;;;0.158203125
1595513277907;;;;;0.326171875
1595513277974;;;0.009765625
1595513277974;;;;0.21484375
1595513277975;;;;;0.1796875
1595513277996;-6
1595513277997;;48
1595513278005;;;-0.01171875
1595513278021;;;;0.23046875
1595513278022;;;;;0.021484375
1595513278076;;;0.044921875
1595513278090;;;;0.193359375
1595513278096;;;;;-0.203125
1595513278099;-11
1595513278099;;28
1595513278125;;;0.044921875
1595513278139;;;;0.111328125
1595513278140;;;;;-0.25390625
1595513278223;;;0.037109375
1595513278224;;;;-0.150390625
1595513278224;;;;;-0.201171875
1595513278225;1
1595513278226;;-45
1595513278267;;;0.0234375
1595513278268;;;;-0.25
1595513278268;;;;;-0.099609375
1595513278319;14
1595513278320;;-60
1595513278320;;;-0.01953125
1595513278324;;;;-0.265625
1595513278345;;;;;0.080078125
1595513278365;;;-0.28125
1595513278368;;;;-0.181640625
