Time;pv/sensors/flowX;pv/sensors/flowY;pv/sensors/gyroX;pv/sensors/gyroY;pv/sensors/gyroZ
1595852654816;;;0
1595852654818;;;;0
1595852654821;;;;;0
1595852654853;0
1595852654853;;-1
1595852654880;;;0
1595852654880;;;;0
1595852654881;;;;;0
1595852654942;;;0
1595852654946;;;;0
1595852654954;;;;;0
1595852654954;1
1595852654956;;1
1595852654996;;;0
1595852654999;;;;0
1595852655001;;;;;0
1595852655051;1
1595852655054;;-1
1595852655060;;;0
1595852655062;;;;0
1595852655068;;;;;0
1595852655118;;;0
1595852655121;;;;0
1595852655123;;;;;0
1595852655169;-1
1595852655169;;1
1595852655179;;;0
1595852655180;;;;0
1595852655182;;;;;0
1595852655242;;;0
1595852655242;;;;0
1595852655242;;;;;0
1595852655268;0
1595852655275;;-1
1595852655298;;;0
1595852655302;;;;0
1595852655303;;;;;0
1595852655381;;;0
1595852655381;;;;0
1595852655381;;;;;0
1595852655382;1
1595852655382;;0
1595852655416;;;0
1595852655417;;;;0
1595852655417;;;;;0
1595852655436;0
1595852655446;;0
1595852655475;;;0
1595852655477;;;;0
1595852655481;;;;;0
1595852655538;;;0
1595852655552;;;;0
1595852655553;;;;;0
1595852655553;-1
1595852655554;;0
1595852655596;;;0
1595852655596;;;;0
1595852655598;;;;;0
1595852655647;0
1595852655649;;0
1595852655661;;;0
1595852655669;;;;0
1595852655669;;;;;0
1595852655714;;;0
1595852655719;;;;0
1595852655721;;;;;0
1595852655759;-1
1595852655769;;1
1595852655775;;;0
1595852655775;;;;0
1595852655778;;;;;0
1595852655842;;;0
1595852655845;;;;0
1595852655848;;;;;0
1595852655870;0
1595852655871;;0
1595852655895;;;0
1595852655901;;;;0
1595852655903;;;;;0
1595852655955;;;0
1595852655956;;;;0
1595852655959;;;;;0
1595852655985;-1
1595852655985;;-1
1595852656018;;;0
1595852656018;;;;0
1595852656026;;;;;0
1595852656041;0
1595852656053;;1
1595852656077;;;0
1595852656077;;;;0
1595852656082;;;;;0
1595852656134;;;0
1595852656140;;;;0
1595852656149;;;;;0
1595852656158;0
1595852656170;;0
1595852656194;;;0
1595852656201;;;;0
1595852656201;;;;;0
1595852656248;0
1595852656258;;0
1595852656260;;;0
1595852656261;;;;0
1595852656261;;;;;0
1595852656326;;;0
1595852656326;;;;0
1595852656329;;;;;0
1595852656358;0
1595852656369;;0
1595852656375;;;0
1595852656377;;;;0
1595852656378;;;;;0
1595852656442;;;0
1595852656445;;;;0
1595852656448;;;;;0
1595852656470;0
1595852656473;;26
1595852656494;;;0
1595852656495;;;;0
1595852656500;;;;;0
1595852656553;;;0
1595852656555;;;;0
1595852656555;;;;;0
1595852656580;1
1595852656587;;0
1595852656613;;;0
