I (21819) sensors;21653244;A;-0.007812;0.023438;0.027344
I (21829) sensors;21663349;A;-0.007812;0.023438;-0.011719
I (21829) sensors;21664911;U;0.710619;;
I (21849) sensors;21672832;A;0.03125;0.023438;0.027344
I (21839) sensors;21674898;B;991.866272;;
I (21849) sensors;21683252;A;-0.007812;-0.015625;-0.011719
I (21859) sensors;21693201;A;-0.007812;0.023438;-0.011719
I (21869) sensors;21703297;A;-0.007812;-0.015625;0.027344
I (21879) sensors;21713045;A;-0.007812;-0.015625;0.027344
I (21889) sensors;21723166;A;-0.007812;0.023438;-0.011719
I (21899) sensors;21733156;A;-0.007812;-0.015625;-0.011719
I (21909) sensors;21743006;A;-0.007812;0.023438;-0.011719
I (21919) sensors;21753165;A;-0.007812;-0.015625;0.027344
I (21929) sensors;21763056;A;-0.007812;-0.015625;-0.011719
I (21929) sensors;21764315;U;0.705123;;
I (21949) sensors;21772866;A;-0.007812;-0.015625;0.027344
I (21939) sensors;21776105;B;991.862976;;
I (21949) sensors;21782566;A;-0.007812;-0.015625;-0.011719
I (21959) sensors;21792670;A;-0.007812;0.023438;0.027344
I (21969) sensors;21802998;A;0.03125;0.023438;-0.050781
I (21979) sensors;21812851;A;-0.007812;-0.015625;-0.011719
I (21989) sensors;21822889;A;-0.007812;-0.015625;-0.050781
I (21999) sensors;21832757;A;-0.007812;-0.015625;0.027344
I (22009) sensors;21842712;A;-0.007812;-0.015625;-0.011719
I (22019) sensors;21852789;A;-0.007812;-0.015625;0.027344
I (22029) sensors;21862799;A;-0.007812;-0.015625;-0.011719
I (22029) sensors;21864202;U;0.710447;;
I (22039) sensors;21872784;A;-0.007812;-0.015625;0.027344
I (22039) sensors;21876943;B;991.861267;;
I (22049) sensors;21882649;A;-0.007812;-0.015625;-0.011719
I (22059) sensors;21892331;A;0;-0.015625;-0.011719
I (22069) sensors;21902678;A;0;-0.015625;-0.011719
I (22079) sensors;21912793;A;0;-0.015625;0.027344
I (22089) sensors;21922771;A;0;-0.015625;0.027344
I (22099) sensors;21932668;A;0.039062;-0.015625;0.027344
I (22109) sensors;21942642;A;0;-0.007812;-0.050781
I (22119) sensors;21952632;A;0;0.03125;-0.011719
I (22129) sensors;21962658;A;0;0.03125;-0.011719
I (22129) sensors;21964218;U;0.710447;;
I (22139) sensors;21972642;A;0;-0.007812;0.027344
I (22149) sensors;21978717;B;991.861267;;
I (22149) sensors;21982529;A;0.039062;0.03125;-0.011719
I (22159) sensors;21992472;A;-0.007812;0.03125;0.027344
I (22169) sensors;22002144;A;-0.007812;-0.007812;-0.011719
I (22179) sensors;22012535;A;-0.007812;-0.007812;0.027344
I (22189) sensors;22022318;A;-0.007812;-0.007812;-0.011719
I (22199) sensors;22032320;A;-0.007812;-0.007812;0.027344
I (22209) sensors;22042702;A;-0.007812;-0.007812;-0.050781
I (22219) sensors;22052265;A;-0.042969;-0.007812;-0.011719
I (22229) sensors;22062337;A;0;0.03125;-0.011719
I (22229) sensors;22064191;U;0.706669;;
I (22249) sensors;22072378;A;0;-0.007812;0.027344
I (22249) sensors;22080695;B;991.869629;;
I (22249) sensors;22082291;A;0;-0.007812;-0.050781
I (22259) sensors;22092146;A;0;-0.007812;0.0625
I (22269) sensors;22102113;A;0;0.03125;-0.011719
I (22279) sensors;22112017;A;0.039062;-0.007812;-0.011719
I (22289) sensors;22122149;A;0;-0.007812;-0.042969
I (22299) sensors;22132102;A;0;-0.007812;-0.003906
I (22309) sensors;22142103;A;0;0.03125;-0.003906
I (22319) sensors;22151631;A;0;-0.007812;0.035156
I (22329) sensors;22162201;A;0;0.03125;-0.003906
I (22329) sensors;22164369;U;0.702547;;
I (22339) sensors;22172073;A;0;0.03125;-0.003906
I (22349) sensors;22182070;B;991.871277;;
I (22349) sensors;22182116;A;0;-0.007812;-0.003906
I (22359) sensors;22192110;A;0;-0.007812;0.035156
I (22369) sensors;22202001;A;0;-0.007812;-0.003906
I (22379) sensors;22212048;A;0;-0.007812;-0.003906
I (22389) sensors;22221900;A;0;-0.007812;-0.003906
I (22399) sensors;22231842;A;0;0.03125;-0.003906
I (22409) sensors;22241972;A;0;-0.007812;-0.042969
I (22419) sensors;22251934;A;0;-0.007812;0.035156
I (22429) sensors;22261465;A;0;0.03125;-0.003906
I (22429) sensors;22264201;U;0.705123;;
I (22439) sensors;22271789;A;0;-0.007812;0.035156
I (22449) sensors;22281833;A;0;-0.007812;-0.003906
I (22449) sensors;22283453;B;991.867981;;
I (22459) sensors;22291749;A;0.039062;-0.007812;-0.003906
I (22469) sensors;22301747;A;0;-0.007812;0.035156
I (22479) sensors;22311632;A;0;0.03125;0.035156
I (22489) sensors;22321656;A;0;0.03125;-0.003906
I (22499) sensors;22331668;A;0;0.03125;-0.003906
I (22509) sensors;22341771;A;0;0.023438;-0.003906
I (22519) sensors;22351684;A;0;-0.015625;-0.003906
I (22529) sensors;22361794;A;0;0.023438;-0.003906
I (22529) sensors;22364187;U;0.706669;;
I (22539) sensors;22371234;A;0;-0.015625;-0.003906
I (22559) sensors;22381564;A;0;-0.015625;-0.003906
I (22549) sensors;22384659;B;991.871277;;
I (22559) sensors;22391456;A;0;-0.015625;0.035156
I (22569) sensors;22401448;A;0;-0.015625;-0.003906
I (22579) sensors;22411777;A;0;-0.015625;0.035156
I (22589) sensors;22421594;A;0;-0.015625;-0.003906
I (22599) sensors;22431572;A;0;0.023438;-0.003906
I (22609) sensors;22441608;A;0;0.023438;-0.003906
I (22619) sensors;22451519;A;0;0.023438;0.035156
I (22629) sensors;22461420;A;0.039062;0.023438;-0.003906
I (22629) sensors;22464190;U;0.706497;;
I (22639) sensors;22471356;A;0;0.023438;0.035156
I (22649) sensors;22480999;A;0;-0.015625;-0.003906
I (22649) sensors;22485825;B;991.864624;;
I (22659) sensors;22491200;A;0;-0.015625;0.035156
I (22669) sensors;22501370;A;0;0.023438;-0.003906
I (22679) sensors;22511314;A;0;0.023438;-0.003906
I (22689) sensors;22520702;A;0;-0.015625;-0.003906
I (22699) sensors;22531235;A;0;-0.015625;0.035156
I (22709) sensors;22541121;A;0;0.023438;-0.003906
I (22719) sensors;22551131;A;0;0.023438;-0.003906
I (22729) sensors;22561178;A;0;-0.015625;-0.003906
I (22729) sensors;22564221;U;0.710962;;
I (22739) sensors;22571277;A;0;-0.015625;0.035156
I (22749) sensors;22581177;A;0;-0.015625;-0.003906
I (22759) sensors;22587490;B;991.862976;;
I (22759) sensors;22591155;A;0;0.023438;-0.003906
I (22769) sensors;22601095;A;0;-0.015625;-0.003906
I (22779) sensors;22610974;A;0;-0.015625;-0.003906
I (22789) sensors;22621154;A;0;-0.015625;-0.003906
I (22799) sensors;22630496;A;0;-0.015625;-0.003906
I (22809) sensors;22640936;A;0.039062;-0.015625;-0.003906
I (22819) sensors;22651011;A;-0.035156;-0.015625;0.035156
I (22829) sensors;22660891;A;0;0.023438;0.035156
I (22829) sensors;22664409;U;0.706497;;
I (22839) sensors;22670997;A;0;-0.015625;0.035156
I (22849) sensors;22680907;A;0;-0.015625;-0.042969
I (22859) sensors;22689036;B;991.856018;;
I (22859) sensors;22690700;A;0;-0.015625;0.035156
I (22869) sensors;22700928;A;0;-0.015625;-0.003906
I (22879) sensors;22710911;A;0;-0.015625;0.035156
I (22889) sensors;22720840;A;0;0.023438;-0.042969
I (22899) sensors;22730786;A;0.039062;0.023438;-0.003906
I (22909) sensors;22740192;A;0;0.023438;-0.003906
I (22919) sensors;22750476;A;0;0.023438;0.035156
I (22929) sensors;22760739;A;0;-0.015625;-0.003906
I (22929) sensors;22764195;U;0.706497;;
I (22939) sensors;22770736;A;0;-0.015625;0.035156
I (22949) sensors;22780720;A;0;-0.015625;-0.042969
I (22959) sensors;22790476;B;991.860352;;
I (22959) sensors;22790680;A;0;0.023438;-0.003906
I (22969) sensors;22800512;A;0.039062;0.023438;-0.003906
I (22979) sensors;22810569;A;0;-0.015625;0.035156
I (22989) sensors;22820590;A;0;-0.015625;-0.042969
I (22999) sensors;22830605;A;0;-0.015625;-0.003906
I (23009) sensors;22840541;A;0;0.023438;-0.042969
I (23019) sensors;22850141;A;0;0.023438;-0.003906
I (23029) sensors;22860481;A;0;-0.015625;-0.003906
I (23029) sensors;22864192;U;0.706497;;
I (23039) sensors;22870383;A;0;0.023438;-0.003906
I (23049) sensors;22880460;A;0;0.023438;-0.042969
I (23059) sensors;22890606;A;-0.035156;-0.015625;0.035156
I (23059) sensors;22891986;B;991.864624;;
I (23069) sensors;22900388;A;0;-0.015625;-0.003906
I (23079) sensors;22910391;A;0.039062;-0.015625;0.035156
I (23089) sensors;22920462;A;0;0.023438;-0.003906
I (23099) sensors;22930426;A;0;0.023438;0.035156
I (23109) sensors;22940286;A;0.039062;0.023438;-0.003906
I (23119) sensors;22950302;A;0;-0.015625;-0.003906
I (23129) sensors;22959975;A;0;-0.015625;-0.003906
I (23129) sensors;22964188;U;0.706669;;
I (23139) sensors;22970211;A;0;0.023438;0.035156
I (23149) sensors;22980250;A;0;0.023438;-0.003906
I (23159) sensors;22990218;A;0;-0.015625;-0.003906
I (23159) sensors;22993088;B;991.859619;;
I (23169) sensors;22999557;A;0;-0.015625;-0.003906
I (23179) sensors;23010058;A;0;0.023438;0.035156
I (23189) sensors;23020094;A;0;0.023438;-0.003906
I (23199) sensors;23030009;A;0;-0.015625;-0.003906
I (23209) sensors;23040049;A;0.039062;0.023438;-0.042969
I (23219) sensors;23049922;A;0;-0.015625;0.035156
I (23229) sensors;23060079;A;0;-0.015625;-0.003906
I (23229) sensors;23064220;U;0.710962;;
I (23239) sensors;23069960;A;0;-0.015625;-0.003906
I (23249) sensors;23079977;A;0.039062;-0.015625;-0.042969
I (23259) sensors;23089764;A;0;-0.015625;0.035156
I (23259) sensors;23094238;B;991.857971;;
I (23269) sensors;23099831;A;0;0.023438;-0.003906
I (23279) sensors;23109392;A;-0.007812;0.023438;0.035156
I (23289) sensors;23119879;A;0.03125;-0.015625;-0.003906
I (23299) sensors;23129949;A;-0.007812;-0.015625;-0.003906
I (23309) sensors;23139773;A;-0.007812;0.023438;-0.003906
I (23319) sensors;23149893;A;-0.007812;-0.015625;0.035156
I (23329) sensors;23159805;A;-0.007812;0.023438;-0.042969
I (23329) sensors;23164395;U;0.706669;;
I (23339) sensors;23169796;A;-0.007812;-0.015625;0.035156
I (23349) sensors;23179738;A;-0.007812;-0.015625;-0.003906
I (23359) sensors;23189797;A;-0.007812;-0.015625;0.035156
I (23359) sensors;23195631;B;991.854614;;
I (23369) sensors;23199698;A;-0.007812;-0.015625;-0.003906
I (23379) sensors;23209601;A;-0.007812;-0.015625;-0.003906
I (23389) sensors;23219166;A;-0.007812;0.023438;-0.003906
I (23399) sensors;23229599;A;0.03125;-0.015625;-0.003906
I (23409) sensors;23239468;A;-0.007812;-0.015625;-0.003906
I (23419) sensors;23249515;A;-0.007812;0.023438;0.035156
I (23429) sensors;23259636;A;-0.007812;-0.015625;-0.003906
I (23429) sensors;23264192;U;0.706841;;
I (23439) sensors;23269404;A;-0.007812;-0.015625;0.035156
I (23449) sensors;23279351;A;-0.007812;-0.015625;-0.042969
I (23459) sensors;23289454;A;-0.042969;0.023438;-0.003906
I (23469) sensors;23297224;B;991.857239;;
I (23469) sensors;23298876;A;-0.007812;-0.015625;-0.042969
I (23479) sensors;23309337;A;-0.007812;-0.015625;0.070312
I (23489) sensors;23319049;A;0;-0.015625;-0.003906
I (23499) sensors;23329040;A;0;-0.015625;-0.003906
I (23509) sensors;23339370;A;0;0.023438;-0.042969
I (23519) sensors;23349386;A;0;-0.015625;0.070312
I (23529) sensors;23359337;A;0;0.023438;-0.003906
I (23529) sensors;23364198;U;0.706669;;
I (23539) sensors;23369495;A;0;-0.015625;0.035156
I (23549) sensors;23379201;A;0.039062;-0.015625;-0.003906
I (23559) sensors;23389242;A;-0.035156;-0.015625;0.035156
I (23569) sensors;23398961;B;991.853943;;
I (23569) sensors;23398976;A;0;-0.015625;-0.003906
I (23579) sensors;23409234;A;0;-0.015625;0.035156
I (23589) sensors;23419141;A;0;-0.015625;-0.003906
I (23599) sensors;23429165;A;0;0.023438;0.035156
I (23609) sensors;23439056;A;0;-0.007812;-0.003906
I (23619) sensors;23449118;A;0;-0.007812;0.035156
I (23629) sensors;23459078;A;0;-0.007812;-0.003906
I (23629) sensors;23464188;U;0.705467;;
I (23639) sensors;23468982;A;0;-0.007812;-0.003906
I (23649) sensors;23478750;A;0.039062;-0.007812;-0.003906
I (23659) sensors;23488899;A;0;0.03125;0.035156
I (23669) sensors;23499021;A;0;-0.007812;-0.003906
I (23669) sensors;23500302;B;991.855652;;
I (23679) sensors;23508938;A;0;-0.007812;0.035156
I (23689) sensors;23518905;A;0;-0.007812;-0.003906
I (23699) sensors;23528939;A;0;-0.007812;0.027344
I (23709) sensors;23538887;A;0;-0.007812;-0.011719
I (23719) sensors;23548786;A;0;-0.007812;0.027344
I (23729) sensors;23558786;A;0;-0.007812;-0.011719
I (23729) sensors;23564196;U;0.706841;;
I (23739) sensors;23568851;A;-0.007812;0.03125;0.0625
I (23749) sensors;23578732;A;-0.007812;-0.007812;-0.050781
I (23759) sensors;23588171;A;-0.007812;0.03125;0.027344
I (23769) sensors;23598641;A;-0.007812;0.03125;-0.011719
I (23769) sensors;23601406;B;991.860596;;
I (23779) sensors;23608717;A;-0.007812;-0.007812;0.027344
I (23789) sensors;23618759;A;-0.007812;-0.007812;-0.011719
I (23799) sensors;23628709;A;0.03125;0.03125;0.027344
I (23809) sensors;23638596;A;-0.007812;0.03125;-0.011719
I (23819) sensors;23648637;A;0;-0.007812;0.027344
I (23829) sensors;23658497;A;0;-0.007812;-0.011719
I (23829) sensors;23664395;U;0.706841;;
I (23839) sensors;23668598;A;0;0.03125;0.027344
I (23849) sensors;23678574;A;0;-0.007812;-0.050781
I (23859) sensors;23688492;A;-0.007812;-0.007812;0.027344
I (23869) sensors;23697909;A;-0.007812;-0.007812;-0.011719
I (23869) sensors;23702660;B;991.870605;;
I (23879) sensors;23708413;A;-0.035156;-0.007812;-0.011719
I (23889) sensors;23718465;A;0;0.03125;-0.050781
I (23899) sensors;23728409;A;0;-0.007812;-0.011719
I (23909) sensors;23738486;A;0;0.03125;-0.050781
I (23919) sensors;23748404;A;0;-0.007812;0.027344
I (23929) sensors;23758378;A;0;0.03125;-0.011719
I (23929) sensors;23764194;U;0.706841;;
I (23939) sensors;23768346;A;0;-0.015625;-0.011719
I (23949) sensors;23778362;A;-0.007812;0.023438;-0.050781
I (23959) sensors;23788346;A;-0.007812;-0.015625;0.035156
I (23969) sensors;23798262;A;-0.007812;-0.015625;-0.003906
I (23969) sensors;23804585;B;991.872253;;
I (23979) sensors;23808186;A;-0.007812;0.023438;-0.003906
I (23989) sensors;23818189;A;-0.007812;-0.015625;-0.042969
I (23999) sensors;23828270;A;-0.007812;-0.015625;-0.003906
I (24009) sensors;23838169;A;-0.007812;-0.015625;-0.042969
I (24019) sensors;23848375;A;-0.007812;-0.015625;0.035156
I (24029) sensors;23858287;A;-0.007812;-0.015625;-0.003906
I (24029) sensors;23864190;U;0.706669;;
I (24039) sensors;23868175;A;0.03125;-0.015625;0.035156
I (24049) sensors;23878161;A;-0.007812;0.023438;-0.003906
I (24059) sensors;23888069;A;-0.007812;0.023438;-0.003906
I (24069) sensors;23897986;A;0;-0.015625;-0.042969
I (24079) sensors;23906116;B;991.872253;;
I (24079) sensors;23907855;A;0;-0.015625;0.035156
I (24089) sensors;23917960;A;0;-0.015625;-0.003906
I (24099) sensors;23927859;A;0;-0.015625;0.035156
I (24109) sensors;23937975;A;0;-0.015625;-0.003906
I (24119) sensors;23947902;A;0;-0.007812;0.035156
I (24129) sensors;23957450;A;0.039062;-0.007812;-0.003906
I (24129) sensors;23964272;U;0.711306;;
I (24139) sensors;23967741;A;0;-0.007812;0.035156
I (24149) sensors;23977831;A;0;-0.007812;-0.042969
I (24159) sensors;23987789;A;-0.035156;0.03125;-0.003906
I (24169) sensors;23997738;A;0;-0.007812;-0.042969
I (24179) sensors;24007660;B;991.864624;;
I (24179) sensors;24007828;A;0;-0.007812;0.035156
I (24189) sensors;24017749;A;0;-0.007812;-0.042969
I (24199) sensors;24027655;A;-0.035156;-0.007812;0.035156
I (24209) sensors;24037662;A;-0.007812;-0.007812;-0.003906
I (24219) sensors;24047564;A;-0.007812;0.03125;0.070312
I (24229) sensors;24057703;A;-0.007812;-0.007812;-0.003906
I (24229) sensors;24064246;U;0.715427;;
I (24239) sensors;24067179;A;-0.007812;0.03125;-0.003906
I (24249) sensors;24077582;A;-0.007812;0.03125;-0.042969
I (24259) sensors;24087535;A;-0.007812;-0.007812;-0.003906
I (24269) sensors;24097562;A;0;-0.007812;-0.003906
I (24279) sensors;24107405;A;0;-0.007812;0.035156
I (24279) sensors;24109169;B;991.862244;;
I (24289) sensors;24117675;A;0;-0.007812;-0.042969
I (24299) sensors;24127466;A;0;-0.007812;0.035156
I (24309) sensors;24137346;A;0;-0.007812;-0.003906
I (24319) sensors;24147493;A;0.039062;-0.007812;0.035156
I (24329) sensors;24157461;A;0;-0.007812;-0.042969
I (24329) sensors;24164477;U;0.706497;;
I (24339) sensors;24167365;A;-0.007812;0.03125;-0.003906
I (24349) sensors;24176896;A;-0.007812;0.03125;-0.003906
I (24359) sensors;24187358;A;-0.007812;0.03125;0.035156
I (24369) sensors;24197344;A;-0.007812;-0.007812;-0.003906
I (24379) sensors;24207279;A;-0.007812;-0.007812;-0.003906
I (24379) sensors;24210287;B;991.857239;;
I (24389) sensors;24217405;A;-0.007812;-0.007812;-0.003906
I (24399) sensors;24227303;A;0;0.03125;0.035156
I (24409) sensors;24237249;A;-0.007812;-0.007812;-0.003906
I (24419) sensors;24247132;A;0;-0.007812;-0.003906
I (24429) sensors;24257146;A;0;-0.007812;-0.003906
I (24429) sensors;24264530;U;0.71079;;
I (24439) sensors;24267157;A;0;-0.007812;0.035156
I (24449) sensors;24277195;A;0;0.03125;-0.003906
I (24459) sensors;24286808;A;-0.035156;0.03125;0.035156
I (24469) sensors;24297259;A;0;-0.007812;-0.003906
I (24479) sensors;24306940;A;0;-0.007812;0.035156
I (24479) sensors;24311650;B;991.850647;;
I (24489) sensors;24317036;A;0;-0.007812;-0.003906
I (24499) sensors;24327350;A;0;0.03125;-0.003906
I (24509) sensors;24336920;A;0;-0.007812;-0.042969
I (24519) sensors;24346974;A;0;-0.007812;0.035156
I (24529) sensors;24356893;A;-0.007812;0.03125;-0.003906
I (24529) sensors;24364244;U;0.714568;;
I (24539) sensors;24366929;A;0.03125;-0.007812;0.035156
I (24549) sensors;24377014;A;-0.007812;-0.007812;-0.042969
I (24559) sensors;24386896;A;-0.007812;0.03125;0.035156
I (24569) sensors;24396665;A;-0.007812;-0.007812;-0.003906
I (24579) sensors;24406891;A;-0.007812;-0.007812;0.035156
I (24579) sensors;24412848;B;991.852295;;
I (24589) sensors;24416362;A;-0.042969;-0.007812;-0.042969
I (24599) sensors;24426784;A;-0.007812;-0.007812;-0.003906
I (24609) sensors;24436323;A;-0.007812;0.03125;-0.003906
I (24619) sensors;24446648;A;-0.007812;0.03125;0.035156
I (24629) sensors;24456807;A;0;0.023438;-0.003906
I (24629) sensors;24464197;U;0.706497;;
I (24639) sensors;24466730;A;0;-0.015625;-0.003906
I (24649) sensors;24476711;A;0.039062;0.023438;-0.003906
I (24659) sensors;24486696;A;0;0.023438;0.035156
I (24669) sensors;24496651;A;0;0.023438;-0.003906
I (24679) sensors;24506588;A;0;-0.015625;0.035156
I (24679) sensors;24514381;B;991.858948;;
I (24689) sensors;24516702;A;0;-0.015625;-0.003906
I (24699) sensors;24526715;A;-0.035156;-0.015625;0.035156
I (24709) sensors;24536402;A;0;-0.015625;-0.003906
I (24719) sensors;24546172;A;0;-0.015625;-0.003906
