Time [s],Value,Parity Error,Framing Error
3.532150500,1,,
3.533191800,,,,
3.534233200,,,,
3.535274500,,,,
3.536315900,,,,
3.537357200,,,,
3.538398600,,,,
3.539439900,,,,
3.540481200,,,,
3.541522600,,,,
3.542563900,,,,
3.543605300,,,,
3.544646600,,,,
3.545687900,,,,
3.546729300,9,,
3.547770600,9,,
3.548812000,.,,
3.549853300,9,,
3.550894700,9,,
3.551936000,,,,
3.552977400,9,,
3.554018700,9,,
3.555060000,.,,
3.556101400,9,,
3.557142700,9,,
3.558184100,,,,
3.559225400,9,,
3.560266700,9,,
3.561308100,.,,
3.562349400,9,,
3.563390800,9,,
3.564432100,*,,
3.565473400,2,,
3.566514800,E,,
3.567556100,CR ,,
3.568597500,LF ,,
3.569638800,$,,
3.570680200,G,,
3.571721500,N,,
3.572762800,G,,
3.573804200,S,,
3.574845500,A,,
3.575886900,,,,
3.576928200,A,,
3.577969500,,,,
3.579010900,1,,
3.580052200,,,,
3.581093600,,,,
3.582134900,,,,
3.583176300,,,,
3.584217600,,,,
3.585259000,,,,
3.586300300,,,,
3.587341600,,,,
3.588383000,,,,
3.589424300,,,,
3.590465700,,,,
3.591507000,,,,
3.592548300,,,,
3.593589700,9,,
3.594631000,9,,
3.595672400,.,,
3.596713700,9,,
3.597755100,9,,
3.598796400,,,,
3.599837700,9,,
3.600879100,9,,
3.601920400,.,,
3.602961800,9,,
3.604003100,9,,
3.605044500,,,,
3.606085800,9,,
3.607127100,9,,
3.608168500,.,,
3.609209800,9,,
3.610251200,9,,
3.611292500,*,,
3.612333800,2,,
3.613375200,E,,
3.614416500,CR ,,
3.615457900,LF ,,
3.616499200,$,,
3.617540600,G,,
3.618581900,P,,
3.619623200,G,,
3.620664600,S,,
3.621705900,V,,
3.622747300,,,,
3.623788600,1,,
3.624829900,,,,
3.625871300,1,,
3.626912600,,,,
3.627954000,0,,
3.628995300,0,,
3.630036700,*,,
3.631078000,7,,
3.632119400,9,,
3.633160700,CR ,,
3.634202000,LF ,,
3.635243400,$,,
3.636284700,G,,
3.637326100,L,,
3.638367400,G,,
3.639408700,S,,
3.640450100,V,,
3.641491400,,,,
3.642532800,1,,
3.643574100,,,,
3.644615500,1,,
3.645656800,,,,
3.646698100,0,,
3.647739500,0,,
3.648780800,*,,
3.649822200,6,,
3.650863500,5,,
3.651904900,CR ,,
3.652946200,LF ,,
3.653987500,$,,
3.655028900,G,,
3.656070200,N,,
3.657111600,G,,
3.658152900,L,,
3.659194200,L,,
3.660235600,,,,
3.661276900,,,,
3.662318300,,,,
3.663359600,,,,
3.664401000,,,,
3.665442300,,,,
3.666483600,V,,
3.667525000,,,,
3.668566300,N,,
3.669607700,*,,
3.670649000,7,,
3.671690300,A,,
3.672731700,CR ,,
3.673773000,LF ,,
4.440663000,$,,
4.441704300,G,,
4.442745700,N,,
4.443787000,R,,
4.444828400,M,,
4.445869700,C,,
4.446911000,,,,
4.447952400,,,,
4.448993700,V,,
4.450035100,,,,
4.451076400,,,,
4.452117700,,,,
4.453159100,,,,
4.454200400,,,,
4.455241800,,,,
4.456283100,,,,
4.457324500,,,,
4.458365800,,,,
4.459407100,,,,
4.460448500,N,,
4.461489800,*,,
4.462531200,4,,
4.463572500,D,,
4.464613800,CR ,,
4.465655200,LF ,,
4.466696500,$,,
4.467737900,G,,
4.468779200,N,,
4.469820600,V,,
4.470861900,T,,
4.471903200,G,,
4.472944600,,,,
4.473985900,,,,
4.475027300,,,,
4.476068600,,,,
4.477110000,,,,
4.478151300,,,,
4.479192600,,,,
4.480234000,,,,
4.481275300,,,,
4.482316700,N,,
4.483358000,*,,
4.484399300,2,,
4.485440700,E,,
4.486482000,CR ,,
4.487523400,LF ,,
4.488564700,$,,
4.489606100,G,,
4.490647400,N,,
4.491688800,G,,
4.492730100,G,,
4.493771400,A,,
4.494812800,,,,
4.495854100,,,,
4.496895500,,,,
4.497936800,,,,
4.498978100,,,,
4.500019500,,,,
4.501060800,0,,
4.502102200,,,,
4.503143500,0,,
4.504184900,0,,
4.505226200,,,,
4.506267500,9,,
4.507308900,9,,
4.508350200,.,,
4.509391600,9,,
4.510432900,9,,
4.511474200,,,,
4.512515600,,,,
4.513556900,,,,
4.514598300,,,,
4.515639600,,,,
4.516680900,,,,
4.517722300,*,,
4.518763600,5,,
4.519805000,6,,
4.520846300,CR ,,
4.521887700,LF ,,
4.522929000,$,,
4.523970400,G,,
4.525011700,N,,
4.526053000,G,,
4.527094400,S,,
4.528135700,A,,
4.529177100,,,,
4.530218400,A,,
4.531259700,,,,
4.532301100,1,,
4.533342400,,,,
4.534383800,,,,
4.535425100,,,,
4.536466500,,,,
4.537507800,,,,
4.538549200,,,,
4.539590500,,,,
4.540631800,,,,
4.541673200,,,,
4.542714500,,,,
4.543755900,,,,
4.544797200,,,,
4.545838500,,,,
4.546879900,9,,
4.547921200,9,,
4.548962600,.,,
4.550003900,9,,
4.551045200,9,,
4.552086600,,,,
4.553127900,9,,
4.554169300,9,,
4.555210600,.,,
4.556252000,9,,
4.557293300,9,,
4.558334600,,,,
4.559376000,9,,
4.560417300,9,,
4.561458700,.,,
4.562500000,9,,
4.563541300,9,,
4.564582700,*,,
4.565624000,2,,
4.566665400,E,,
4.567706700,CR ,,
4.568748100,LF ,,
4.569789400,$,,
4.570830800,G,,
4.571872100,N,,
4.572913400,G,,
4.573954800,S,,
4.574996100,A,,
4.576037500,,,,
4.577078800,A,,
4.578120100,,,,
4.579161500,1,,
4.580202800,,,,
4.581244200,,,,
4.582285500,,,,
4.583326900,,,,
4.584368200,,,,
4.585409500,,,,
4.586450900,,,,
4.587492200,,,,
4.588533600,,,,
4.589574900,,,,
4.590616300,,,,
4.591657600,,,,
4.592698900,,,,
4.593740300,9,,
4.594781600,9,,
4.595823000,.,,
4.596864300,9,,
4.597905600,9,,
4.598947000,,,,
4.599988300,9,,
4.601029700,9,,
4.602071000,.,,
4.603112400,9,,
4.604153700,9,,
4.605195000,,,,
4.606236400,9,,
4.607277700,9,,
4.608319100,.,,
4.609360400,9,,
4.610401700,9,,
4.611443100,*,,
4.612484400,2,,
4.613525800,E,,
4.614567100,CR ,,
4.615608500,LF ,,
4.616649800,$,,
4.617691200,G,,
4.618732500,P,,
4.619773800,G,,
4.620815200,S,,
4.621856500,V,,
4.622897900,,,,
4.623939200,1,,
4.624980500,,,,
4.626021900,1,,
4.627063200,,,,
4.628104600,0,,
4.629145900,0,,
4.630187200,*,,
4.631228600,7,,
4.632269900,9,,
4.633311300,CR ,,
4.634352600,LF ,,
4.635394000,$,,
4.636435300,G,,
4.637476700,L,,
4.638518000,G,,
4.639559300,S,,
4.640600700,V,,
4.641642000,,,,
4.642683400,1,,
4.643724700,,,,
4.644766000,1,,
4.645807400,,,,
4.646848700,0,,
4.647890100,0,,
4.648931400,*,,
4.649972800,6,,
4.651014100,5,,
4.652055400,CR ,,
4.653096800,LF ,,
4.654138100,$,,
4.655179500,G,,
4.656220800,N,,
4.657262100,G,,
4.658303500,L,,
4.659344800,L,,
4.660386200,,,,
4.661427500,,,,
4.662468900,,,,
4.663510200,,,,
4.664551500,,,,
4.665592900,,,,
4.666634200,V,,
4.667675600,,,,
4.668716900,N,,
4.669758300,*,,
4.670799600,7,,
4.671840900,A,,
4.672882300,CR ,,
4.673923600,LF ,,
5.440963200,$,,
5.442004600,G,,
5.443045900,N,,
5.444087300,R,,
5.445128600,M,,
5.446170000,C,,
5.447211300,,,,
5.448252600,,,,
5.449294000,V,,
5.450335300,,,,
5.451376700,,,,
5.452418000,,,,
5.453459300,,,,
5.454500700,,,,
5.455542000,,,,
5.456583400,,,,
5.457624700,,,,
5.458666100,,,,
5.459707400,,,,
5.460748800,N,,
5.461790100,*,,
5.462831400,4,,
5.463872800,D,,
5.464914100,CR ,,
5.465955500,LF ,,
5.466996800,$,,
5.468038100,G,,
5.469079500,N,,
5.470120800,V,,
5.471162200,T,,
5.472203500,G,,
5.473244900,,,,
5.474286200,,,,
5.475327500,,,,
5.476368900,,,,
5.477410200,,,,
5.478451600,,,,
5.479492900,,,,
5.480534200,,,,
5.481575600,,,,
5.482616900,N,,
5.483658300,*,,
5.484699600,2,,
5.485740900,E,,
5.486782300,CR ,,
5.487823600,LF ,,
5.488865000,$,,
5.489906300,G,,
5.490947700,N,,
5.491989000,G,,
5.493030400,G,,
5.494071700,A,,
5.495113000,,,,
5.496154400,,,,
5.497195700,,,,
5.498237100,,,,
5.499278400,,,,
5.500319700,,,,
5.501361100,0,,
5.502402400,,,,
5.503443800,0,,
5.504485100,0,,
5.505526500,,,,
5.506567800,9,,
5.507609100,9,,
5.508650500,.,,
5.509691800,9,,
5.510733200,9,,
5.511774500,,,,
5.512815900,,,,
5.513857200,,,,
5.514898500,,,,
5.515939900,,,,
5.516981200,,,,
5.518022600,*,,
5.519063900,5,,
5.520105200,6,,
5.521146600,CR ,,
5.522187900,LF ,,
5.523229300,$,,
5.524270600,G,,
5.525312000,N,,
5.526353300,G,,
5.527394600,S,,
5.528436000,A,,
5.529477300,,,,
5.530518700,A,,
5.531560000,,,,
5.532601300,1,,
5.533642700,,,,
5.534684000,,,,
5.535725400,,,,
5.536766700,,,,
5.537808100,,,,
5.538849400,,,,
5.539890800,,,,
5.540932100,,,,
5.541973400,,,,
5.543014800,,,,
5.544056100,,,,
5.545097500,,,,
5.546138800,,,,
5.547180100,9,,
5.548221500,9,,
5.549262800,.,,
5.550304200,9,,
5.551345500,9,,
5.552386900,,,,
5.553428200,9,,
5.554469500,9,,
5.555510900,.,,
5.556552200,9,,
5.557593600,9,,
5.558634900,,,,
5.559676300,9,,
5.560717600,9,,
5.561758900,.,,
5.562800300,9,,
5.563841600,9,,
5.564883000,*,,
5.565924300,2,,
5.566965600,E,,
5.568007000,CR ,,
5.569048300,LF ,,
5.570089700,$,,
5.571131000,G,,
5.572172400,N,,
5.573213700,G,,
5.574255000,S,,
5.575296400,A,,
5.576337700,,,,
5.577379100,A,,
5.578420400,,,,
5.579461700,1,,
5.580503100,,,,
5.581544400,,,,
5.582585800,,,,
5.583627100,,,,
5.584668500,,,,
5.585709800,,,,
5.586751100,,,,
5.587792500,,,,
5.588833800,,,,
5.589875200,,,,
5.590916500,,,,
5.591957900,,,,
5.592999200,,,,
5.594040500,9,,
5.595081900,9,,
5.596123200,.,,
5.597164600,9,,
5.598205900,9,,
5.599247200,,,,
5.600288600,9,,
5.601329900,9,,
5.602371300,.,,
5.603412600,9,,
5.604454000,9,,
5.605495300,,,,
5.606536700,9,,
5.607578000,9,,
5.608619300,.,,
5.609660700,9,,
5.610702000,9,,
5.611743400,*,,
5.612784700,2,,
5.613826000,E,,
5.614867400,CR ,,
5.615908700,LF ,,
5.616950100,$,,
5.617991400,G,,
5.619032800,P,,
5.620074100,G,,
5.621115400,S,,
5.622156800,V,,
5.623198100,,,,
5.624239500,1,,
5.625280800,,,,
5.626322100,1,,
5.627363500,,,,
5.628404800,0,,
5.629446200,0,,
5.630487500,*,,
5.631528800,7,,
5.632570200,9,,
5.633611500,CR ,,
5.634652900,LF ,,
5.635694200,$,,
5.636735600,G,,
5.637776900,L,,
5.638818300,G,,
5.639859600,S,,
5.640900900,V,,
5.641942300,,,,
5.642983600,1,,
5.644025000,,,,
5.645066300,1,,
5.646107600,,,,
5.647149000,0,,
5.648190300,0,,
5.649231700,*,,
5.650273000,6,,
5.651314400,5,,
5.652355700,CR ,,
5.653397100,LF ,,
5.654438400,$,,
5.655479700,G,,
5.656521100,N,,
5.657562400,G,,
5.658603800,L,,
5.659645100,L,,
5.660686400,,,,
5.661727800,,,,
5.662769100,,,,
5.663810500,,,,
5.664851800,,,,
5.665893100,,,,
5.666934500,V,,
5.667975800,,,,
5.669017200,N,,
5.670058500,*,,
5.671099900,7,,
5.672141200,A,,
5.673182500,CR ,,
5.674223900,LF ,,
6.441523800,$,,
6.442565200,G,,
6.443606500,N,,
6.444647900,R,,
6.445689200,M,,
6.446730500,C,,
6.447771900,,,,
6.448813200,,,,
6.449854600,V,,
6.450895900,,,,
6.451937300,,,,
6.452978600,,,,
6.454019900,,,,
6.455061300,,,,
6.456102600,,,,
6.457144000,,,,
6.458185300,,,,
6.459226600,,,,
6.460268000,,,,
6.461309300,N,,
6.462350700,*,,
6.463392000,4,,
6.464433400,D,,
6.465474700,CR ,,
6.466516100,LF ,,
6.467557400,$,,
6.468598700,G,,
6.469640100,N,,
6.470681400,V,,
6.471722800,T,,
6.472764100,G,,
6.473805400,,,,
6.474846800,,,,
6.475888100,,,,
6.476929500,,,,
6.477970800,,,,
6.479012100,,,,
6.480053500,,,,
6.481094800,,,,
6.482136200,,,,
6.483177500,N,,
6.484218900,*,,
6.485260200,2,,
6.486301500,E,,
6.487342900,CR ,,
6.488384200,LF ,,
6.489425600,$,,
6.490466900,G,,
6.491508200,N,,
6.492549600,G,,
6.493590900,G,,
6.494632300,A,,
6.495673600,,,,
6.496715000,,,,
6.497756300,,,,
6.498797700,,,,
6.499839000,,,,
6.500880300,,,,
6.501921700,0,,
6.502963000,,,,
6.504004400,0,,
6.505045700,0,,
6.506087000,,,,
6.507128400,9,,
6.508169700,9,,
6.509211100,.,,
6.510252400,9,,
6.511293800,9,,
6.512335100,,,,
6.513376400,,,,
6.514417800,,,,
6.515459100,,,,
6.516500500,,,,
6.517541800,,,,
6.518583200,*,,
6.519624500,5,,
6.520665800,6,,
6.521707200,CR ,,
6.522748500,LF ,,
6.523789900,$,,
6.524831200,G,,
6.525872500,N,,
6.526913900,G,,
6.527955200,S,,
6.528996600,A,,
6.530037900,,,,
6.531079300,A,,
6.532120600,,,,
6.533161900,1,,
6.534203300,,,,
6.535244600,,,,
6.536286000,,,,
6.537327300,,,,
6.538368600,,,,
6.539410000,,,,
6.540451300,,,,
6.541492700,,,,
6.542534000,,,,
6.543575400,,,,
6.544616700,,,,
6.545658100,,,,
6.546699400,,,,
6.547740700,9,,
6.548782100,9,,
6.549823400,.,,
6.550864800,9,,
6.551906100,9,,
6.552947400,,,,
6.553988800,9,,
6.555030100,9,,
6.556071500,.,,
6.557112800,9,,
6.558154100,9,,
6.559195500,,,,
6.560236800,9,,
6.561278200,9,,
6.562319500,.,,
6.563360900,9,,
6.564402200,9,,
6.565443600,*,,
6.566484900,2,,
6.567526200,E,,
6.568567600,CR ,,
6.569608900,LF ,,
6.570650300,$,,
6.571691600,G,,
6.572732900,N,,
6.573774300,G,,
6.574815600,S,,
6.575857000,A,,
6.576898300,,,,
6.577939700,A,,
6.578981000,,,,
6.580022300,1,,
6.581063700,,,,
6.582105000,,,,
6.583146400,,,,
6.584187700,,,,
6.585229000,,,,
6.586270400,,,,
6.587311700,,,,
6.588353100,,,,
6.589394400,,,,
6.590435700,,,,
6.591477100,,,,
6.592518400,,,,
6.593559800,,,,
6.594601100,9,,
6.595642500,9,,
6.596683800,.,,
6.597725200,9,,
6.598766500,9,,
6.599807800,,,,
6.600849200,9,,
6.601890500,9,,
6.602931900,.,,
6.603973200,9,,
6.605014500,9,,
6.606055900,,,,
6.607097200,9,,
6.608138600,9,,
6.609179900,.,,
6.610221300,9,,
6.611262600,9,,
6.612304000,*,,
6.613345300,2,,
6.614386600,E,,
6.615428000,CR ,,
6.616469300,LF ,,
6.617510700,$,,
6.618552000,G,,
6.619593300,P,,
6.620634700,G,,
6.621676000,S,,
6.622717400,V,,
6.623758700,,,,
6.624800000,1,,
6.625841400,,,,
6.626882700,1,,
6.627924100,,,,
6.628965400,0,,
6.630006800,0,,
6.631048100,*,,
6.632089400,7,,
6.633130800,9,,
6.634172100,CR ,,
6.635213500,LF ,,
6.636254800,$,,
6.637296100,G,,
6.638337500,L,,
6.639378800,G,,
6.640420200,S,,
6.641461500,V,,
6.642502900,,,,
6.643544200,1,,
6.644585600,,,,
6.645626900,1,,
6.646668200,,,,
6.647709600,0,,
6.648750900,0,,
6.649792300,*,,
6.650833600,6,,
6.651874900,5,,
6.652916300,CR ,,
6.653957600,LF ,,
6.654999000,$,,
6.656040300,G,,
6.657081700,N,,
6.658123000,G,,
6.659164300,L,,
6.660205700,L,,
6.661247000,,,,
6.662288400,,,,
6.663329700,,,,
6.664371100,,,,
6.665412400,,,,
6.666453700,,,,
6.667495100,V,,
6.668536400,,,,
6.669577800,N,,
6.670619100,*,,
6.671660400,7,,
6.672701800,A,,
6.673743100,CR ,,
6.674784500,LF ,,
7.441492100,$,,
7.442533500,G,,
7.443574800,N,,
7.444616200,R,,
7.445657500,M,,
7.446698800,C,,
7.447740200,,,,
7.448781500,,,,
7.449822900,V,,
7.450864200,,,,
7.451905500,,,,
7.452946900,,,,
7.453988200,,,,
7.455029600,,,,
7.456070900,,,,
7.457112300,,,,
7.458153600,,,,
7.459195000,,,,
7.460236300,,,,
7.461277600,N,,
7.462319000,*,,
7.463360300,4,,
7.464401700,D,,
7.465443000,CR ,,
7.466484300,LF ,,
7.467525700,$,,
7.468567000,G,,
7.469608400,N,,
7.470649700,V,,
7.471691100,T,,
7.472732400,G,,
7.473773800,,,,
7.474815100,,,,
7.475856400,,,,
7.476897800,,,,
7.477939100,,,,
7.478980500,,,,
7.480021800,,,,
7.481063100,,,,
7.482104500,,,,
7.483145800,N,,
7.484187200,*,,
7.485228500,2,,
7.486269800,E,,
7.487311200,CR ,,
7.488352500,LF ,,
7.489393900,$,,
7.490435200,G,,
7.491476600,N,,
7.492517900,G,,
7.493559200,G,,
7.494600600,A,,
7.495641900,,,,
7.496683300,,,,
7.497724600,,,,
7.498765900,,,,
7.499807300,,,,
7.500848600,,,,
7.501890000,0,,
7.502931300,,,,
7.503972700,0,,
7.505014000,0,,
7.506055400,,,,
7.507096700,9,,
7.508138000,9,,
7.509179400,.,,
7.510220700,9,,
7.511262100,9,,
7.512303400,,,,
7.513344700,,,,
7.514386100,,,,
7.515427400,,,,
7.516468800,,,,
7.517510100,,,,
7.518551400,*,,
7.519592800,5,,
7.520634100,6,,
7.521675500,CR ,,
7.522716800,LF ,,
7.523758200,$,,
7.524799500,G,,
7.525840900,N,,
7.526882200,G,,
7.527923500,S,,
7.528964900,A,,
7.530006200,,,,
7.531047600,A,,
7.532088900,,,,
7.533130200,1,,
7.534171600,,,,
7.535212900,,,,
7.536254300,,,,
7.537295600,,,,
7.538337000,,,,
7.539378300,,,,
7.540419600,,,,
7.541461000,,,,
7.542502300,,,,
7.543543700,,,,
7.544585000,,,,
7.545626300,,,,
7.546667700,,,,
7.547709000,9,,
7.548750400,9,,
7.549791700,.,,
7.550833100,9,,
7.551874400,9,,
7.552915700,,,,
7.553957100,9,,
7.554998400,9,,
7.556039800,.,,
7.557081100,9,,
7.558122500,9,,
7.559163800,,,,
7.560205100,9,,
7.561246500,9,,
7.562287800,.,,
7.563329200,9,,
7.564370500,9,,
7.565411800,*,,
7.566453200,2,,
7.567494500,E,,
7.568535900,CR ,,
7.569577200,LF ,,
7.570618600,$,,
7.571659900,G,,
7.572701300,N,,
7.573742600,G,,
7.574783900,S,,
7.575825300,A,,
7.576866600,,,,
7.577908000,A,,
7.578949300,,,,
7.579990600,1,,
7.581032000,,,,
7.582073300,,,,
7.583114700,,,,
7.584156000,,,,
7.585197300,,,,
7.586238700,,,,
7.587280000,,,,
7.588321400,,,,
7.589362700,,,,
7.590404100,,,,
7.591445400,,,,
7.592486700,,,,
7.593528100,,,,
7.594569400,9,,
7.595610800,9,,
7.596652100,.,,
7.597693400,9,,
7.598734800,9,,
7.599776100,,,,
7.600817500,9,,
7.601858800,9,,
7.602900200,.,,
7.603941500,9,,
7.604982900,9,,
7.606024200,,,,
7.607065500,9,,
7.608106900,9,,
7.609148200,.,,
7.610189600,9,,
7.611230900,9,,
7.612272200,*,,
7.613313600,2,,
7.614354900,E,,
7.615396300,CR ,,
7.616437600,LF ,,
7.617479000,$,,
7.618520300,G,,
7.619561600,P,,
7.620603000,G,,
7.621644300,S,,
7.622685700,V,,
7.623727000,,,,
7.624768400,1,,
7.625809700,,,,
7.626851000,1,,
7.627892400,,,,
7.628933700,0,,
7.629975100,0,,
7.631016400,*,,
7.632057700,7,,
7.633099100,9,,
7.634140400,CR ,,
7.635181800,LF ,,
7.636223100,$,,
7.637264500,G,,
7.638305800,L,,
7.639347100,G,,
7.640388500,S,,
7.641429800,V,,
7.642471200,,,,
7.643512500,1,,
7.644553800,,,,
7.645595200,1,,
7.646636500,,,,
7.647677900,0,,
7.648719200,0,,
7.649760600,*,,
7.650801900,6,,
7.651843200,5,,
7.652884600,CR ,,
7.653925900,LF ,,
7.654967300,$,,
7.656008600,G,,
7.657050000,N,,
7.658091300,G,,
7.659132600,L,,
7.660174000,L,,
7.661215300,,,,
7.662256700,,,,
7.663298000,,,,
7.664339300,,,,
7.665380700,,,,
7.666422000,,,,
7.667463400,V,,
7.668504700,,,,
7.669546100,N,,
7.670587400,*,,
7.671628800,7,,
7.672670100,A,,
7.673711400,CR ,,
7.674752800,LF ,,
8.442072200,$,,
8.443113600,G,,
8.444154900,N,,
8.445196200,R,,
8.446237600,M,,
8.447278900,C,,
8.448320300,,,,
8.449361600,,,,
8.450403000,V,,
8.451444300,,,,
8.452485600,,,,
8.453527000,,,,
8.454568300,,,,
8.455609700,,,,
8.456651000,,,,
8.457692300,,,,
8.458733700,,,,
8.459775000,,,,
8.460816400,,,,
8.461857700,N,,
8.462899000,*,,
8.463940400,4,,
8.464981700,D,,
8.466023100,CR ,,
8.467064400,LF ,,
8.468105800,$,,
8.469147100,G,,
8.470188500,N,,
8.471229800,V,,
8.472271100,T,,
8.473312500,G,,
8.474353800,,,,
8.475395200,,,,
8.476436500,,,,
8.477477800,,,,
8.478519200,,,,
8.479560500,,,,
8.480601900,,,,
8.481643200,,,,
8.482684600,,,,
8.483725900,N,,
8.484767200,*,,
8.485808600,2,,
8.486849900,E,,
8.487891300,CR ,,
8.488932600,LF ,,
8.489974000,$,,
8.491015300,G,,
8.492056600,N,,
8.493098000,G,,
8.494139300,G,,
8.495180700,A,,
8.496222000,,,,
8.497263300,,,,
8.498304700,,,,
8.499346000,,,,
8.500387400,,,,
8.501428700,,,,
8.502470100,0,,
8.503511400,,,,
8.504552700,0,,
8.505594100,0,,
8.506635400,,,,
8.507676800,9,,
8.508718100,9,,
8.509759400,.,,
8.510800800,9,,
8.511842100,9,,
8.512883500,,,,
8.513924800,,,,
8.514966200,,,,
8.516007500,,,,
8.517048900,,,,
8.518090200,,,,
8.519131500,*,,
8.520172900,5,,
8.521214200,6,,
8.522255600,CR ,,
8.523296900,LF ,,
8.524338200,$,,
8.525379600,G,,
8.526420900,N,,
8.527462300,G,,
8.528503600,S,,
8.529544900,A,,
8.530586300,,,,
8.531627600,A,,
8.532669000,,,,
8.533710300,1,,
8.534751700,,,,
8.535793000,,,,
8.536834400,,,,
8.537875700,,,,
8.538917000,,,,
8.539958400,,,,
8.540999700,,,,
8.542041100,,,,
8.543082400,,,,
8.544123700,,,,
8.545165100,,,,
8.546206400,,,,
8.547247800,,,,
8.548289100,9,,
8.549330500,9,,
8.550371800,.,,
8.551413100,9,,
8.552454500,9,,
8.553495800,,,,
8.554537200,9,,
8.555578500,9,,
8.556619800,.,,
8.557661200,9,,
8.558702500,9,,
8.559743900,,,,
8.560785200,9,,
8.561826500,9,,
8.562867900,.,,
8.563909200,9,,
8.564950600,9,,
8.565991900,*,,
8.567033300,2,,
8.568074600,E,,
8.569116000,CR ,,
8.570157300,LF ,,
8.571198600,$,,
8.572240000,G,,
8.573281300,N,,
8.574322700,G,,
8.575364000,S,,
8.576405300,A,,
8.577446700,,,,
8.578488000,A,,
8.579529400,,,,
8.580570700,1,,
8.581612100,,,,
8.582653400,,,,
8.583694700,,,,
8.584736100,,,,
8.585777400,,,,
8.586818800,,,,
8.587860100,,,,
8.588901500,,,,
8.589942800,,,,
8.590984100,,,,
8.592025500,,,,
8.593066800,,,,
8.594108200,,,,
8.595149500,9,,
8.596190800,9,,
8.597232200,.,,
8.598273500,9,,
8.599314900,9,,
8.600356200,,,,
8.601397600,9,,
8.602438900,9,,
8.603480200,.,,
8.604521600,9,,
8.605562900,9,,
8.606604300,,,,
8.607645600,9,,
8.608686900,9,,
8.609728300,.,,
8.610769600,9,,
8.611811000,9,,
8.612852300,*,,
8.613893700,2,,
8.614935000,E,,
8.615976400,CR ,,
8.617017700,LF ,,
8.618059000,$,,
8.619100400,G,,
8.620141700,P,,
8.621183100,G,,
8.622224400,S,,
8.623265700,V,,
8.624307100,,,,
8.625348400,1,,
8.626389800,,,,
8.627431100,1,,
8.628472400,,,,
8.629513800,0,,
8.630555100,0,,
8.631596500,*,,
8.632637800,7,,
8.633679200,9,,
8.634720500,CR ,,
8.635761900,LF ,,
8.636803200,$,,
8.637844500,G,,
8.638885900,L,,
8.639927200,G,,
8.640968600,S,,
8.642009900,V,,
8.643051200,,,,
8.644092600,1,,
8.645133900,,,,
8.646175300,1,,
8.647216600,,,,
8.648258000,0,,
8.649299300,0,,
8.650340600,*,,
8.651382000,6,,
8.652423300,5,,
8.653464700,CR ,,
8.654506000,LF ,,
8.655547300,$,,
8.656588700,G,,
8.657630000,N,,
8.658671400,G,,
8.659712700,L,,
8.660754000,L,,
8.661795400,,,,
8.662836700,,,,
8.663878100,,,,
8.664919400,,,,
8.665960800,,,,
8.667002100,,,,
8.668043500,V,,
8.669084800,,,,
8.670126100,N,,
8.671167500,*,,
8.672208800,7,,
8.673250200,A,,
8.674291500,CR ,,
8.675332800,LF ,,
9.442339900,$,,
9.443381200,G,,
9.444422500,N,,
9.445463900,R,,
9.446505200,M,,
9.447546600,C,,
9.448587900,,,,
9.449629300,,,,
9.450670600,V,,
9.451712000,,,,
9.452753300,,,,
9.453794600,,,,
9.454836000,,,,
9.455877300,,,,
9.456918700,,,,
9.457960000,,,,
9.459001300,,,,
9.460042700,,,,
9.461084000,,,,
9.462125400,N,,
9.463166700,*,,
9.464208100,4,,
9.465249400,D,,
9.466290700,CR ,,
9.467332100,LF ,,
9.468373400,$,,
9.469414800,G,,
9.470456100,N,,
9.471497400,V,,
9.472538800,T,,
9.473580100,G,,
9.474621500,,,,
9.475662800,,,,
9.476704200,,,,
9.477745500,,,,
9.478786800,,,,
9.479828200,,,,
9.480869500,,,,
9.481910900,,,,
9.482952200,,,,
9.483993600,N,,
9.485034900,*,,
9.486076200,2,,
9.487117600,E,,
9.488158900,CR ,,
9.489200300,LF ,,
9.490241600,$,,
9.491282900,G,,
9.492324300,N,,
9.493365600,G,,
9.494407000,G,,
9.495448300,A,,
9.496489700,,,,
9.497531000,,,,
9.498572400,,,,
9.499613700,,,,
9.500655000,,,,
9.501696400,,,,
9.502737700,0,,
9.503779100,,,,
9.504820400,0,,
9.505861700,0,,
9.506903100,,,,
9.507944400,9,,
9.508985800,9,,
9.510027100,.,,
9.511068400,9,,
9.512109800,9,,
9.513151100,,,,
9.514192500,,,,
9.515233800,,,,
9.516275200,,,,
9.517316500,,,,
9.518357800,,,,
9.519399200,*,,
9.520440500,5,,
9.521481900,6,,
9.522523200,CR ,,
9.523564500,LF ,,
9.524605900,$,,
9.525647200,G,,
9.526688600,N,,
9.527729900,G,,
9.528771300,S,,
9.529812600,A,,
9.530854000,,,,
9.531895300,A,,
9.532936600,,,,
9.533978000,1,,
9.535019300,,,,
9.536060700,,,,
9.537102000,,,,
9.538143300,,,,
9.539184700,,,,
9.540226000,,,,
9.541267400,,,,
9.542308700,,,,
9.543350000,,,,
9.544391400,,,,
9.545432700,,,,
9.546474100,,,,
9.547515400,,,,
9.548556800,9,,
9.549598100,9,,
9.550639500,.,,
9.551680800,9,,
9.552722100,9,,
9.553763500,,,,
9.554804800,9,,
9.555846200,9,,
9.556887500,.,,
9.557928800,9,,
9.558970200,9,,
9.560011500,,,,
9.561052900,9,,
9.562094200,9,,
