Time [s],Value,Parity Error,Framing Error
9.563135600,.,,
9.564176900,9,,
9.565218200,9,,
9.566259600,*,,
9.567300900,2,,
9.568342300,E,,
9.569383600,CR ,,
9.570424900,LF ,,
9.571466300,$,,
9.572507600,G,,
9.573549000,N,,
9.574590300,G,,
9.575631600,S,,
9.576673000,A,,
9.577714300,,,,
9.578755700,A,,
9.579797000,,,,
9.580838400,1,,
9.581879700,,,,
9.582921100,,,,
9.583962400,,,,
9.585003700,,,,
9.586045100,,,,
9.587086400,,,,
9.588127800,,,,
9.589169100,,,,
9.590210400,,,,
9.591251800,,,,
9.592293100,,,,
9.593334500,,,,
9.594375800,,,,
9.595417200,9,,
9.596458500,9,,
9.597499800,.,,
9.598541200,9,,
9.599582500,9,,
9.600623900,,,,
9.601665200,9,,
9.602706600,9,,
9.603747900,.,,
9.604789200,9,,
9.605830600,9,,
9.606871900,,,,
9.607913300,9,,
9.608954600,9,,
9.609995900,.,,
9.611037300,9,,
9.612078600,9,,
9.613120000,*,,
9.614161300,2,,
9.615202700,E,,
9.616244000,CR ,,
9.617285300,LF ,,
9.618326700,$,,
9.619368000,G,,
9.620409400,P,,
9.621450700,G,,
9.622492000,S,,
9.623533400,V,,
9.624574700,,,,
9.625616100,1,,
9.626657400,,,,
9.627698800,1,,
9.628740100,,,,
9.629781400,0,,
9.630822800,0,,
9.631864100,*,,
9.632905500,7,,
9.633946800,9,,
9.634988200,CR ,,
9.636029500,LF ,,
9.637070800,$,,
9.638112200,G,,
9.639153500,L,,
9.640194900,G,,
9.641236200,S,,
9.642277500,V,,
9.643318900,,,,
9.644360200,1,,
9.645401600,,,,
9.646442900,1,,
9.647484300,,,,
9.648525600,0,,
9.649567000,0,,
9.650608300,*,,
9.651649600,6,,
9.652691000,5,,
9.653732300,CR ,,
9.654773700,LF ,,
9.655815000,$,,
9.656856300,G,,
9.657897700,N,,
9.658939000,G,,
9.659980400,L,,
9.661021700,L,,
9.662063000,,,,
9.663104400,,,,
9.664145700,,,,
9.665187100,,,,
9.666228400,,,,
9.667269800,,,,
9.668311100,V,,
9.669352400,,,,
9.670393800,N,,
9.671435100,*,,
9.672476500,7,,
9.673517800,A,,
9.674559100,CR ,,
9.675600500,LF ,,
10.442555500,$,,
10.443596800,G,,
10.444638100,N,,
10.445679500,R,,
10.446720800,M,,
10.447762200,C,,
10.448803500,,,,
10.449844800,,,,
10.450886200,V,,
10.451927500,,,,
10.452968900,,,,
10.454010200,,,,
10.455051500,,,,
10.456092900,,,,
10.457134200,,,,
10.458175600,,,,
10.459216900,,,,
10.460258300,,,,
10.461299600,,,,
10.462341000,N,,
10.463382300,*,,
10.464423600,4,,
10.465465000,D,,
10.466506300,CR ,,
10.467547700,LF ,,
10.468589000,$,,
10.469630300,G,,
10.470671700,N,,
10.471713000,V,,
10.472754400,T,,
10.473795700,G,,
10.474837100,,,,
10.475878400,,,,
10.476919700,,,,
10.477961100,,,,
10.479002400,,,,
10.480043800,,,,
10.481085100,,,,
10.482126400,,,,
10.483167800,,,,
10.484209100,N,,
10.485250500,*,,
10.486291800,2,,
10.487333100,E,,
10.488374500,CR ,,
10.489415800,LF ,,
10.490457200,$,,
10.491498500,G,,
10.492539900,N,,
10.493581200,G,,
10.494622600,G,,
10.495663900,A,,
10.496705200,,,,
10.497746600,,,,
10.498787900,,,,
10.499829300,,,,
10.500870600,,,,
10.501911900,,,,
10.502953300,0,,
10.503994600,,,,
10.505036000,0,,
10.506077300,0,,
10.507118700,,,,
10.508160000,9,,
10.509201300,9,,
10.510242700,.,,
10.511284000,9,,
10.512325400,9,,
10.513366700,,,,
10.514408100,,,,
10.515449400,,,,
10.516490700,,,,
10.517532100,,,,
10.518573400,,,,
10.519614800,*,,
10.520656100,5,,
10.521697400,6,,
10.522738800,CR ,,
10.523780100,LF ,,
10.524821500,$,,
10.525862800,G,,
10.526904200,N,,
10.527945500,G,,
10.528986800,S,,
10.530028200,A,,
10.531069500,,,,
10.532110900,A,,
10.533152200,,,,
10.534193500,1,,
10.535234900,,,,
10.536276200,,,,
10.537317600,,,,
10.538358900,,,,
10.539400300,,,,
10.540441600,,,,
10.541482900,,,,
10.542524300,,,,
10.543565600,,,,
10.544607000,,,,
10.545648300,,,,
10.546689700,,,,
10.547731000,,,,
10.548772300,9,,
10.549813700,9,,
10.550855000,.,,
10.551896400,9,,
10.552937700,9,,
10.553979000,,,,
10.555020400,9,,
10.556061700,9,,
10.557103100,.,,
10.558144400,9,,
10.559185800,9,,
10.560227100,,,,
10.561268500,9,,
10.562309800,9,,
10.563351100,.,,
10.564392500,9,,
10.565433800,9,,
10.566475200,*,,
10.567516500,2,,
10.568557800,E,,
10.569599200,CR ,,
10.570640500,LF ,,
10.571681900,$,,
10.572723200,G,,
10.573764500,N,,
10.574805900,G,,
10.575847200,S,,
10.576888600,A,,
10.577929900,,,,
10.578971300,A,,
10.580012600,,,,
10.581053900,1,,
10.582095300,,,,
10.583136600,,,,
10.584178000,,,,
10.585219300,,,,
10.586260600,,,,
10.587302000,,,,
10.588343300,,,,
10.589384700,,,,
10.590426000,,,,
10.591467400,,,,
10.592508700,,,,
10.593550100,,,,
10.594591400,,,,
10.595632700,9,,
10.596674100,9,,
10.597715400,.,,
10.598756800,9,,
10.599798100,9,,
10.600839400,,,,
10.601880800,9,,
10.602922100,9,,
10.603963500,.,,
10.605004800,9,,
10.606046100,9,,
10.607087500,,,,
10.608128800,9,,
10.609170200,9,,
10.610211500,.,,
10.611252900,9,,
10.612294200,9,,
10.613335600,*,,
10.614376900,2,,
10.615418200,E,,
10.616459600,CR ,,
10.617500900,LF ,,
10.618542300,$,,
10.619583600,G,,
10.620624900,P,,
10.621666300,G,,
10.622707600,S,,
10.623749000,V,,
10.624790300,,,,
10.625831700,1,,
10.626873000,,,,
10.627914300,1,,
10.628955700,,,,
10.629997000,0,,
10.631038400,0,,
10.632079700,*,,
10.633121000,7,,
10.634162400,9,,
10.635203700,CR ,,
10.636245100,LF ,,
10.637286400,$,,
10.638327700,G,,
10.639369100,L,,
10.640410400,G,,
10.641451800,S,,
10.642493100,V,,
10.643534500,,,,
10.644575800,1,,
10.645617200,,,,
10.646658500,1,,
10.647699800,,,,
10.648741200,0,,
10.649782500,0,,
10.650823900,*,,
10.651865200,6,,
10.652906500,5,,
10.653947900,CR ,,
10.654989200,LF ,,
10.656030600,$,,
10.657071900,G,,
10.658113300,N,,
10.659154600,G,,
10.660195900,L,,
10.661237300,L,,
10.662278600,,,,
10.663320000,,,,
10.664361300,,,,
10.665402700,,,,
10.666444000,,,,
10.667485300,,,,
10.668526700,V,,
10.669568000,,,,
10.670609400,N,,
10.671650700,*,,
10.672692000,7,,
10.673733400,A,,
10.674774700,CR ,,
10.675816100,LF ,,
11.442933700,$,,
11.443975100,G,,
11.445016400,N,,
11.446057700,R,,
11.447099100,M,,
11.448140400,C,,
11.449181800,,,,
11.450223100,,,,
11.451264400,V,,
11.452305800,,,,
11.453347100,,,,
11.454388500,,,,
11.455429800,,,,
11.456471200,,,,
11.457512500,,,,
11.458553900,,,,
11.459595200,,,,
11.460636500,,,,
11.461677900,,,,
11.462719200,N,,
11.463760600,*,,
11.464801900,4,,
11.465843200,D,,
11.466884600,CR ,,
11.467925900,LF ,,
11.468967300,$,,
11.470008600,G,,
11.471050000,N,,
11.472091300,V,,
11.473132600,T,,
11.474174000,G,,
11.475215300,,,,
11.476256700,,,,
11.477298000,,,,
11.478339300,,,,
11.479380700,,,,
11.480422000,,,,
11.481463400,,,,
11.482504700,,,,
11.483546000,,,,
11.484587400,N,,
11.485628700,*,,
11.486670100,2,,
11.487711400,E,,
11.488752800,CR ,,
11.489794100,LF ,,
11.490835500,$,,
11.491876800,G,,
11.492918100,N,,
11.493959500,G,,
11.495000800,G,,
11.496042200,A,,
11.497083500,,,,
11.498124800,,,,
11.499166200,,,,
11.500207500,,,,
11.501248900,,,,
11.502290200,,,,
11.503331600,0,,
11.504372900,,,,
11.505414200,0,,
11.506455600,0,,
11.507496900,,,,
11.508538300,9,,
11.509579600,9,,
11.510621000,.,,
11.511662300,9,,
11.512703600,9,,
11.513745000,,,,
11.514786300,,,,
11.515827700,,,,
11.516869000,,,,
11.517910300,,,,
11.518951700,,,,
11.519993000,*,,
11.521034400,5,,
11.522075700,6,,
11.523117100,CR ,,
11.524158400,LF ,,
11.525199700,$,,
11.526241100,G,,
11.527282400,N,,
11.528323800,G,,
11.529365100,S,,
11.530406400,A,,
11.531447800,,,,
11.532489100,A,,
11.533530500,,,,
11.534571800,1,,
11.535613200,,,,
11.536654500,,,,
11.537695800,,,,
11.538737200,,,,
11.539778500,,,,
11.540819900,,,,
11.541861200,,,,
11.542902600,,,,
11.543943900,,,,
11.544985200,,,,
11.546026600,,,,
11.547067900,,,,
11.548109300,,,,
11.549150600,9,,
11.550191900,9,,
11.551233300,.,,
11.552274600,9,,
11.553316000,9,,
11.554357300,,,,
11.555398700,9,,
11.556440000,9,,
11.557481400,.,,
11.558522700,9,,
11.559564000,9,,
11.560605400,,,,
11.561646700,9,,
11.562688100,9,,
11.563729400,.,,
11.564770700,9,,
11.565812100,9,,
11.566853400,*,,
11.567894800,2,,
11.568936100,E,,
11.569977400,CR ,,
11.571018800,LF ,,
11.572060100,$,,
11.573101500,G,,
11.574142800,N,,
11.575184200,G,,
11.576225500,S,,
11.577266800,A,,
11.578308200,,,,
11.579349500,A,,
11.580390900,,,,
11.581432200,1,,
11.582473500,,,,
11.583514900,,,,
11.584556200,,,,
11.585597600,,,,
11.586638900,,,,
11.587680300,,,,
11.588721600,,,,
11.589763000,,,,
11.590804300,,,,
11.591845600,,,,
11.592887000,,,,
11.593928300,,,,
11.594969700,,,,
11.596011000,9,,
11.597052300,9,,
11.598093700,.,,
11.599135000,9,,
11.600176400,9,,
11.601217700,,,,
11.602259000,9,,
11.603300400,9,,
11.604341700,.,,
11.605383100,9,,
11.606424400,9,,
11.607465800,,,,
11.608507100,9,,
11.609548500,9,,
11.610589800,.,,
11.611631100,9,,
11.612672500,9,,
11.613713800,*,,
11.614755200,2,,
11.615796500,E,,
11.616837800,CR ,,
11.617879200,LF ,,
11.618920500,$,,
11.619961900,G,,
11.621003200,P,,
11.622044600,G,,
11.623085900,S,,
11.624127200,V,,
11.625168600,,,,
11.626209900,1,,
11.627251300,,,,
11.628292600,1,,
11.629333900,,,,
11.630375300,0,,
11.631416600,0,,
11.632458000,*,,
11.633499300,7,,
11.634540600,9,,
11.635582000,CR ,,
11.636623300,LF ,,
11.637664700,$,,
11.638706000,G,,
11.639747400,L,,
11.640788700,G,,
11.641830100,S,,
11.642871400,V,,
11.643912700,,,,
11.644954100,1,,
11.645995400,,,,
11.647036800,1,,
11.648078100,,,,
11.649119400,0,,
11.650160800,0,,
11.651202100,*,,
11.652243500,6,,
11.653284800,5,,
11.654326100,CR ,,
11.655367500,LF ,,
11.656408800,$,,
11.657450200,G,,
11.658491500,N,,
11.659532900,G,,
11.660574200,L,,
11.661615600,L,,
11.662656900,,,,
11.663698200,,,,
11.664739600,,,,
11.665780900,,,,
11.666822300,,,,
11.667863600,,,,
11.668904900,V,,
11.669946300,,,,
11.670987600,N,,
11.672029000,*,,
11.673070300,7,,
11.674111700,A,,
11.675153000,CR ,,
11.676194300,LF ,,
12.443181800,$,,
12.444223100,G,,
12.445264500,N,,
12.446305800,R,,
12.447347200,M,,
12.448388500,C,,
12.449429900,,,,
12.450471200,,,,
12.451512500,V,,
12.452553900,,,,
12.453595200,,,,
12.454636600,,,,
12.455677900,,,,
12.456719300,,,,
12.457760600,,,,
12.458801900,,,,
12.459843300,,,,
12.460884600,,,,
12.461926000,,,,
12.462967300,N,,
12.464008600,*,,
12.465050000,4,,
12.466091300,D,,
12.467132700,CR ,,
12.468174000,LF ,,
12.469215400,$,,
12.470256700,G,,
12.471298100,N,,
12.472339400,V,,
12.473380700,T,,
12.474422100,G,,
12.475463400,,,,
12.476504800,,,,
12.477546100,,,,
12.478587400,,,,
12.479628800,,,,
12.480670100,,,,
12.481711500,,,,
12.482752800,,,,
12.483794100,,,,
12.484835500,N,,
12.485876800,*,,
12.486918200,2,,
12.487959500,E,,
12.489000900,CR ,,
12.490042200,LF ,,
12.491083500,$,,
12.492124900,G,,
12.493166200,N,,
12.494207600,G,,
12.495248900,G,,
12.496290200,A,,
12.497331600,,,,
12.498372900,,,,
12.499414300,,,,
12.500455600,,,,
12.501497000,,,,
12.502538300,,,,
12.503579600,0,,
12.504621000,,,,
12.505662300,0,,
12.506703700,0,,
12.507745000,,,,
12.508786400,9,,
12.509827700,9,,
12.510869000,.,,
12.511910400,9,,
12.512951700,9,,
12.513993100,,,,
12.515034400,,,,
12.516075700,,,,
12.517117100,,,,
12.518158400,,,,
12.519199800,,,,
12.520241100,*,,
12.521282500,5,,
12.522323800,6,,
12.523365200,CR ,,
12.524406500,LF ,,
12.525447800,$,,
12.526489200,G,,
12.527530500,N,,
12.528571900,G,,
12.529613200,S,,
12.530654500,A,,
12.531695900,,,,
12.532737200,A,,
12.533778600,,,,
12.534819900,1,,
12.535861200,,,,
12.536902600,,,,
12.537943900,,,,
12.538985300,,,,
12.540026600,,,,
12.541068000,,,,
12.542109300,,,,
12.543150600,,,,
12.544192000,,,,
12.545233300,,,,
12.546274700,,,,
12.547316000,,,,
12.548357300,,,,
12.549398700,9,,
12.550440000,9,,
12.551481400,.,,
12.552522700,9,,
12.553564100,9,,
12.554605400,,,,
12.555646800,9,,
12.556688100,9,,
12.557729400,.,,
12.558770800,9,,
12.559812100,9,,
12.560853500,,,,
12.561894800,9,,
12.562936100,9,,
12.563977500,.,,
12.565018800,9,,
12.566060200,9,,
12.567101500,*,,
12.568142800,2,,
12.569184200,E,,
12.570225500,CR ,,
12.571266900,LF ,,
12.572308200,$,,
12.573349600,G,,
12.574390900,N,,
12.575432300,G,,
12.576473600,S,,
12.577514900,A,,
12.578556300,,,,
12.579597600,A,,
12.580639000,,,,
12.581680300,1,,
12.582721600,,,,
12.583763000,,,,
12.584804300,,,,
12.585845700,,,,
12.586887000,,,,
12.587928400,,,,
12.588969700,,,,
12.590011000,,,,
12.591052400,,,,
12.592093700,,,,
12.593135100,,,,
12.594176400,,,,
12.595217700,,,,
12.596259100,9,,
12.597300400,9,,
12.598341800,.,,
12.599383100,9,,
12.600424400,9,,
12.601465800,,,,
12.602507100,9,,
12.603548500,9,,
12.604589800,.,,
12.605631200,9,,
12.606672500,9,,
12.607713900,,,,
12.608755200,9,,
12.609796500,9,,
12.610837900,.,,
12.611879200,9,,
12.612920600,9,,
12.613961900,*,,
12.615003200,2,,
12.616044600,E,,
12.617085900,CR ,,
12.618127300,LF ,,
12.619168600,$,,
12.620209900,G,,
12.621251300,P,,
12.622292600,G,,
12.623334000,S,,
12.624375300,V,,
12.625416700,,,,
12.626458000,1,,
12.627499400,,,,
12.628540700,1,,
12.629582000,,,,
12.630623400,0,,
12.631664700,0,,
12.632706100,*,,
12.633747400,7,,
12.634788700,9,,
12.635830100,CR ,,
12.636871400,LF ,,
12.637912800,$,,
12.638954100,G,,
12.639995500,L,,
12.641036800,G,,
12.642078100,S,,
12.643119500,V,,
12.644160800,,,,
12.645202200,1,,
12.646243500,,,,
12.647284800,1,,
12.648326200,,,,
12.649367500,0,,
12.650408900,0,,
12.651450200,*,,
12.652491500,6,,
12.653532900,5,,
12.654574200,CR ,,
12.655615600,LF ,,
12.656656900,$,,
12.657698300,G,,
12.658739600,N,,
12.659781000,G,,
12.660822300,L,,
12.661863600,L,,
12.662905000,,,,
12.663946300,,,,
12.664987700,,,,
12.666029000,,,,
12.667070300,,,,
12.668111700,,,,
12.669153000,V,,
12.670194400,,,,
12.671235700,N,,
12.672277100,*,,
12.673318400,7,,
12.674359700,A,,
12.675401100,CR ,,
12.676442400,LF ,,
13.443442900,$,,
13.444484200,G,,
13.445525600,N,,
13.446566900,R,,
13.447608300,M,,
13.448649600,C,,
13.449691000,,,,
13.450732300,,,,
13.451773600,V,,
13.452815000,,,,
13.453856300,,,,
13.454897700,,,,
13.455939000,,,,
13.456980300,,,,
13.458021700,,,,
13.459063000,,,,
13.460104400,,,,
13.461145700,,,,
13.462187100,,,,
13.463228400,N,,
13.464269700,*,,
13.465311100,4,,
13.466352400,D,,
13.467393800,CR ,,
13.468435100,LF ,,
13.469476400,$,,
13.470517800,G,,
13.471559100,N,,
13.472600500,V,,
13.473641800,T,,
13.474683200,G,,
13.475724500,,,,
13.476765800,,,,
13.477807200,,,,
13.478848500,,,,
13.479889900,,,,
13.480931200,,,,
13.481972600,,,,
13.483013900,,,,
13.484055200,,,,
13.485096600,N,,
13.486137900,*,,
13.487179300,2,,
13.488220600,E,,
13.489261900,CR ,,
13.490303300,LF ,,
13.491344600,$,,
13.492386000,G,,
13.493427300,N,,
13.494468700,G,,
13.495510000,G,,
13.496551400,A,,
13.497592700,,,,
13.498634000,,,,
13.499675400,,,,
13.500716700,,,,
13.501758100,,,,
13.502799400,,,,
13.503840700,0,,
13.504882100,,,,
13.505923400,0,,
13.506964800,0,,
13.508006100,,,,
13.509047400,9,,
13.510088800,9,,
13.511130100,.,,
13.512171500,9,,
13.513212800,9,,
13.514254200,,,,
13.515295500,,,,
13.516336800,,,,
13.517378200,,,,
13.518419500,,,,
13.519460900,,,,
13.520502200,*,,
13.521543500,5,,
13.522584900,6,,
13.523626200,CR ,,
13.524667600,LF ,,
13.525708900,$,,
13.526750300,G,,
13.527791600,N,,
13.528832900,G,,
13.529874300,S,,
13.530915600,A,,
13.531957000,,,,
13.532998300,A,,
13.534039700,,,,
13.535081000,1,,
13.536122300,,,,
13.537163700,,,,
13.538205000,,,,
13.539246400,,,,
13.540287700,,,,
13.541329000,,,,
13.542370400,,,,
13.543411700,,,,
13.544453100,,,,
13.545494400,,,,
13.546535800,,,,
13.547577100,,,,
13.548618500,,,,
13.549659800,9,,
13.550701100,9,,
13.551742500,.,,
13.552783800,9,,
13.553825200,9,,
13.554866500,,,,
13.555907800,9,,
13.556949200,9,,
13.557990500,.,,
13.559031900,9,,
13.560073200,9,,
13.561114500,,,,
13.562155900,9,,
13.563197200,9,,
13.564238600,.,,
13.565279900,9,,
13.566321300,9,,
13.567362600,*,,
13.568403900,2,,
13.569445300,E,,
13.570486600,CR ,,
13.571528000,LF ,,
13.572569300,$,,
13.573610600,G,,
13.574652000,N,,
13.575693300,G,,
13.576734700,S,,
13.577776000,A,,
13.578817400,,,,
13.579858700,A,,
13.580900100,,,,
13.581941400,1,,
13.582982700,,,,
13.584024100,,,,
13.585065400,,,,
13.586106800,,,,
13.587148100,,,,
13.588189400,,,,
13.589230800,,,,
13.590272100,,,,
13.591313500,,,,
13.592354800,,,,
13.593396100,,,,
13.594437500,,,,
13.595478800,,,,
13.596520200,9,,
13.597561500,9,,
13.598602900,.,,
13.599644200,9,,
13.600685600,9,,
13.601726900,,,,
13.602768200,9,,
13.603809600,9,,
13.604850900,.,,
13.605892300,9,,
13.606933600,9,,
13.607974900,,,,
13.609016300,9,,
13.610057600,9,,
13.611099000,.,,
13.612140300,9,,
13.613181600,9,,
13.614223000,*,,
13.615264300,2,,
13.616305700,E,,
13.617347000,CR ,,
13.618388400,LF ,,
13.619429700,$,,
13.620471000,G,,
13.621512400,P,,
13.622553700,G,,
13.623595100,S,,
13.624636400,V,,
13.625677700,,,,
13.626719100,1,,
13.627760400,,,,
13.628801800,1,,
13.629843100,,,,
13.630884500,0,,
13.631925800,0,,
13.632967200,*,,
13.634008500,7,,
13.635049800,9,,
13.636091200,CR ,,
13.637132500,LF ,,
13.638173900,$,,
13.639215200,G,,
13.640256500,L,,
13.641297900,G,,
13.642339200,S,,
13.643380600,V,,
13.644421900,,,,
13.645463200,1,,
13.646504600,,,,
13.647545900,1,,
13.648587300,,,,
13.649628600,0,,
13.650670000,0,,
13.651711300,*,,
13.652752700,6,,
13.653794000,5,,
13.654835300,CR ,,
13.655876700,LF ,,
13.656918000,$,,
13.657959400,G,,
13.659000700,N,,
13.660042000,G,,
13.661083400,L,,
13.662124700,L,,
13.663166100,,,,
13.664207400,,,,
13.665248800,,,,
13.666290100,,,,
13.667331400,,,,
13.668372800,,,,
13.669414100,V,,
13.670455500,,,,
13.671496800,N,,
13.672538100,*,,
13.673579500,7,,
13.674620800,A,,
13.675662200,CR ,,
13.676703500,LF ,,
14.443580300,$,,
14.444621700,G,,
14.445663000,N,,
14.446704300,R,,
14.447745700,M,,
14.448787000,C,,
14.449828400,,,,
14.450869700,,,,
14.451911100,V,,
14.452952400,,,,
14.453993700,,,,
14.455035100,,,,
14.456076400,,,,
14.457117800,,,,
14.458159100,,,,
14.459200400,,,,
14.460241800,,,,
14.461283100,,,,
14.462324500,,,,
14.463365800,N,,
14.464407100,*,,
14.465448500,4,,
14.466489800,D,,
14.467531200,CR ,,
14.468572500,LF ,,
14.469613900,$,,
14.470655200,G,,
14.471696600,N,,
14.472737900,V,,
14.473779200,T,,
14.474820600,G,,
14.475861900,,,,
14.476903300,,,,
14.477944600,,,,
14.478985900,,,,
14.480027300,,,,
14.481068600,,,,
14.482110000,,,,
14.483151300,,,,
14.484192700,,,,
14.485234000,N,,
14.486275300,*,,
14.487316700,2,,
14.488358000,E,,
14.489399400,CR ,,
14.490440700,LF ,,
14.491482100,$,,
14.492523400,G,,
14.493564700,N,,
14.494606100,G,,
14.495647400,G,,
14.496688800,A,,
14.497730100,,,,
14.498771400,,,,
14.499812800,,,,
14.500854100,,,,
14.501895500,,,,
14.502936800,,,,
14.503978200,0,,
14.505019500,,,,
14.506060800,0,,
14.507102200,0,,
14.508143500,,,,
14.509184900,9,,
14.510226200,9,,
14.511267500,.,,
14.512308900,9,,
14.513350200,9,,
14.514391600,,,,
14.515432900,,,,
14.516474200,,,,
14.517515600,,,,
14.518556900,,,,
14.519598300,,,,
14.520639600,*,,
14.521681000,5,,
14.522722300,6,,
14.523763700,CR ,,
14.524805000,LF ,,
14.525846300,$,,
14.526887700,G,,
14.527929000,N,,
14.528970400,G,,
14.530011700,S,,
14.531053000,A,,
14.532094400,,,,
14.533135700,A,,
14.534177100,,,,
14.535218400,1,,
14.536259800,,,,
14.537301100,,,,
14.538342400,,,,
14.539383800,,,,
14.540425100,,,,
14.541466500,,,,
14.542507800,,,,
14.543549200,,,,
14.544590500,,,,
14.545631800,,,,
14.546673200,,,,
14.547714500,,,,
14.548755900,,,,
14.549797200,9,,
14.550838500,9,,
14.551879900,.,,
14.552921200,9,,
14.553962600,9,,
14.555003900,,,,
14.556045300,9,,
14.557086600,9,,
14.558127900,.,,
14.559169300,9,,
14.560210600,9,,
14.561252000,,,,
14.562293300,9,,
14.563334600,9,,
14.564376000,.,,
14.565417300,9,,
14.566458700,9,,
14.567500000,*,,
14.568541400,2,,
14.569582700,E,,
14.570624000,CR ,,
14.571665400,LF ,,
14.572706700,$,,
14.573748100,G,,
14.574789400,N,,
14.575830800,G,,
14.576872100,S,,
14.577913400,A,,
14.578954800,,,,
14.579996100,A,,
14.581037500,,,,
14.582078800,1,,
14.583120100,,,,
14.584161500,,,,
14.585202800,,,,
14.586244200,,,,
14.587285500,,,,
14.588326900,,,,
14.589368200,,,,
14.590409500,,,,
14.591450900,,,,
14.592492200,,,,
14.593533600,,,,
14.594574900,,,,
14.595616300,,,,
14.596657600,9,,
14.597698900,9,,
14.598740300,.,,
14.599781600,9,,
14.600823000,9,,
14.601864300,,,,
14.602905600,9,,
14.603947000,9,,
14.604988300,.,,
14.606029700,9,,
14.607071000,9,,
14.608112400,,,,
14.609153700,9,,
14.610195000,9,,
14.611236400,.,,
14.612277700,9,,
14.613319100,9,,
14.614360400,*,,
14.615401700,2,,
14.616443100,E,,
14.617484400,CR ,,
14.618525800,LF ,,
14.619567100,$,,
14.620608500,G,,
14.621649800,P,,
14.622691100,G,,
14.623732500,S,,
14.624773800,V,,
14.625815200,,,,
14.626856500,1,,
14.627897900,,,,
14.628939200,1,,
14.629980500,,,,
14.631021900,0,,
14.632063200,0,,
14.633104600,*,,
14.634145900,7,,
14.635187200,9,,
14.636228600,CR ,,
14.637269900,LF ,,
14.638311300,$,,
14.639352600,G,,
14.640394000,L,,
14.641435300,G,,
14.642476600,S,,
14.643518000,V,,
14.644559300,,,,
14.645600700,1,,
14.646642000,,,,
14.647683400,1,,
14.648724700,,,,
14.649766000,0,,
14.650807400,0,,
14.651848700,*,,
14.652890100,6,,
14.653931400,5,,
14.654972700,CR ,,
14.656014100,LF ,,
14.657055400,$,,
14.658096800,G,,
14.659138100,N,,
14.660179500,G,,
14.661220800,L,,
14.662262100,L,,
14.663303500,,,,
14.664344800,,,,
14.665386200,,,,
14.666427500,,,,
14.667468800,,,,
14.668510200,,,,
14.669551500,V,,
14.670592900,,,,
14.671634200,N,,
14.672675600,*,,
14.673716900,7,,
14.674758200,A,,
14.675799600,CR ,,
14.676840900,LF ,,
15.443997600,$,,
15.445038900,G,,
15.446080300,N,,
15.447121600,R,,
15.448163000,M,,
15.449204300,C,,
15.450245600,,,,
15.451287000,,,,
15.452328300,V,,
15.453369700,,,,
15.454411000,,,,
15.455452300,,,,
15.456493700,,,,
15.457535000,,,,
15.458576400,,,,
15.459617700,,,,
15.460659000,,,,
15.461700400,,,,
15.462741700,,,,
15.463783100,N,,
15.464824400,*,,
15.465865800,4,,
15.466907100,D,,
15.467948500,CR ,,
15.468989800,LF ,,
15.470031100,$,,
15.471072500,G,,
15.472113800,N,,
15.473155200,V,,
15.474196500,T,,
15.475237800,G,,
15.476279200,,,,
15.477320500,,,,
15.478361900,,,,
15.479403200,,,,
15.480444500,,,,
15.481485900,,,,
15.482527200,,,,
15.483568600,,,,
15.484609900,,,,
15.485651300,N,,
15.486692600,*,,
15.487734000,2,,
15.488775300,E,,
15.489816600,CR ,,
15.490858000,LF ,,
15.491899300,$,,
15.492940700,G,,
15.493982000,N,,
15.495023300,G,,
15.496064700,G,,
15.497106000,A,,
15.498147400,,,,
15.499188700,,,,
15.500230100,,,,
15.501271400,,,,
15.502312700,,,,
15.503354100,,,,
15.504395400,0,,
15.505436800,,,,
15.506478100,0,,
15.507519400,0,,
15.508560800,,,,
15.509602100,9,,
15.510643500,9,,
15.511684800,.,,
15.512726100,9,,
15.513767500,9,,
15.514808800,,,,
15.515850200,,,,
15.516891500,,,,
15.517932900,,,,
15.518974200,,,,
15.520015600,,,,
15.521056900,*,,
15.522098200,5,,
15.523139600,6,,
15.524180900,CR ,,
15.525222300,LF ,,
15.526263600,$,,
15.527304900,G,,
15.528346300,N,,
15.529387600,G,,
15.530429000,S,,
15.531470300,A,,
15.532511600,,,,
15.533553000,A,,
15.534594300,,,,
15.535635700,1,,
15.536677000,,,,
15.537718400,,,,
15.538759700,,,,
15.539801100,,,,
15.540842400,,,,
15.541883700,,,,
15.542925100,,,,
15.543966400,,,,
15.545007800,,,,
15.546049100,,,,
15.547090400,,,,
15.548131800,,,,
15.549173100,,,,
15.550214500,9,,
15.551255800,9,,
15.552297200,.,,
15.553338500,9,,
15.554379800,9,,
15.555421200,,,,
15.556462500,9,,
15.557503900,9,,
15.558545200,.,,
15.559586500,9,,
15.560627900,9,,
15.561669200,,,,
15.562710600,9,,
15.563751900,9,,
15.564793200,.,,
15.565834600,9,,
15.566875900,9,,
15.567917300,*,,
15.568958600,2,,
15.570000000,E,,
15.571041300,CR ,,
15.572082700,LF ,,
15.573124000,$,,
15.574165300,G,,
15.575206700,N,,
15.576248000,G,,
15.577289400,S,,
15.578330700,A,,
15.579372000,,,,
15.580413400,A,,
15.581454700,,,,
15.582496100,1,,
15.583537400,,,,
15.584578700,,,,
15.585620100,,,,
15.586661400,,,,
15.587702800,,,,
15.588744100,,,,
15.589785500,,,,
15.590826800,,,,
15.591868200,,,,
15.592909500,,,,
